gene	avg_log2FC	pct.1	pct.2	p_val	p_val_adj	n1	n2
FTH1	2.03907656370645	1	1	2.77601394169158e-72	6.80428777248023e-68	173	308
FTL	1.41594690465295	1	1	2.16540535845681e-62	5.30762507411349e-58	173	308
CSTB	2.24605735587444	0.931	0.532	2.64164277934334e-41	6.47493061644845e-37	173	308
MPO	-3.08050530254205	0.347	0.86	1.38747923931816e-40	3.40085036349274e-36	173	308
AIF1	1.51850023695791	0.925	0.594	2.03095185499146e-29	4.97806609176956e-25	173	308
TYROBP	1.50792823082819	0.919	0.633	2.06086731924402e-29	5.05139188619902e-25	173	308
MT1G	1.47386687932605	0.96	0.705	1.29359095658471e-28	3.17072079368479e-24	173	308
B2M	1.04640108760987	0.988	0.977	3.0867894189085e-27	7.56602954468663e-23	173	308
S100A6	1.16930162373529	0.948	0.831	7.76004192439287e-25	1.90206387608794e-20	173	308
LGALS3	2.36355907969375	0.665	0.276	2.19530443409062e-24	5.38091069839951e-20	173	308
S100A11	1.27105222219786	0.913	0.675	4.26313389556888e-23	1.04493674914289e-18	173	308
IFI30	1.86473931750855	0.827	0.682	6.10718999214306e-23	1.49693333897418e-18	173	308
MALAT1	0.74035926839462	1	1	2.0450514123137e-22	5.0126255167221e-18	173	308
FUCA1	2.2306452302845	0.734	0.386	6.29150626408797e-22	1.5421111003906e-17	173	308
S100A10	1.47240129721298	0.803	0.513	3.71243613148943e-20	9.09955220189374e-16	173	308
CDKN1A	2.81482893203951	0.48	0.127	9.6688398434217e-20	2.36992933402109e-15	173	308
FCER1G	1.38803429807276	0.844	0.584	3.4452396126563e-19	8.44462681458185e-15	173	308
CTSC	0.928285658158262	0.988	0.922	6.72827181882553e-19	1.64916670551233e-14	173	308
KCNQ5	-3.80788360050656	0.064	0.445	2.51575290905797e-18	6.16636195539198e-14	173	308
NPC2	1.7195519618506	0.676	0.36	3.84893320623579e-18	9.43412018180455e-14	173	308
GPX1	0.971665329965965	0.942	0.756	1.2771630527576e-17	3.13045435861416e-13	173	308
ITM2B	1.22320579148696	0.855	0.721	1.319571623379e-17	3.23440200606426e-13	173	308
CD63	0.960058411561941	0.931	0.802	1.3247587116112e-17	3.24711607803022e-13	173	308
GABARAP	1.22368185729709	0.792	0.542	3.72619295235514e-17	9.13327154551769e-13	173	308
CCL2	1.22835862302771	0.919	0.747	6.09041776454779e-17	1.49282229826831e-12	173	308
UBC	1.23217717245831	0.792	0.506	1.04987348137523e-15	2.57334489019882e-11	173	308
RPL10	1.11116368213803	0.896	0.688	3.16047389435203e-15	7.74663756244626e-11	173	308
MGST3	1.92194674430035	0.532	0.214	3.98936222271341e-15	9.77832574409284e-11	173	308
MRC1	0.898983868948684	0.971	0.906	4.86345169874771e-15	1.19208064588005e-10	173	308
TPT1	0.600797679483743	0.994	0.987	6.05963415757816e-15	1.48527692836398e-10	173	308
SRP14	1.23225414398333	0.74	0.438	9.57447867251013e-15	2.34680046741896e-10	173	308
CALM1	0.931649608075289	0.873	0.844	9.79919933384294e-15	2.40188174871824e-10	173	308
BRI3	0.898406147702214	0.873	0.643	1.09718111600836e-14	2.6893006334481e-10	173	308
CCL13	2.04485622617094	0.601	0.273	1.58128910090742e-14	3.87589771523419e-10	173	308
SH3BGRL3	1.11434272746388	0.815	0.636	1.72757221308049e-14	4.23445225148158e-10	173	308
PRTN3	-2.7554357113446	0.11	0.438	2.22152951087141e-14	5.44519098409692e-10	173	308
VIM	0.858598870663637	0.965	0.916	2.72587566020931e-14	6.68139383073903e-10	173	308
MT1H	1.34068418164044	0.809	0.532	2.73623648113209e-14	6.70678923890286e-10	173	308
DAB2	1.36577085244615	0.763	0.513	6.50763242011079e-14	1.59508578249336e-09	173	308
PRKCB	-1.11770617443267	0.694	0.818	1.71574372021013e-13	4.20545943260706e-09	173	308
RBPJ	0.819705523081468	0.977	0.961	2.01816518039572e-13	4.94672467366794e-09	173	308
MKI67	-2.36229866955699	0.092	0.409	2.52299390942676e-13	6.18411037139593e-09	173	308
CENPF	-2.46445548489226	0.092	0.406	2.63469078100926e-13	6.4578905733318e-09	173	308
HELLS	-3.55196884982532	0.052	0.341	4.28004976022336e-13	1.04908299672835e-08	173	308
NEAT1	0.773509976339455	0.983	0.958	7.15943578586877e-13	1.75484930547429e-08	173	308
HLA-DRB1	1.93895880070778	0.682	0.516	9.41449579669535e-13	2.307587064728e-08	173	308
