gene	avg_log2FC	pct.1	pct.2	p_val	p_val_adj	n1	n2
NGDN	-0.853100576877984	0.049	0.111	6.90149673353696e-11	1.69162586435724e-06	1579	2112
ACYP1	-1.09034962394877	0.04	0.097	6.93212249441711e-11	1.69913254460658e-06	1579	2112
UQCRQ	-0.36863643946279	0.187	0.29	6.95649261649756e-11	1.70510590522972e-06	1579	2112
PSMD7	-0.344677533593199	0.262	0.371	7.02049015242557e-11	1.72079234126103e-06	1579	2112
ENSG00000254459	1.43595548291683	0.106	0.05	7.05367445432717e-11	1.72892614550013e-06	1579	2112
SCAND1	-0.507118399832398	0.215	0.313	7.08498100808242e-11	1.73659969489108e-06	1579	2112
CLNS1A	-0.285311315707419	0.365	0.483	7.26734600067205e-11	1.78129917822473e-06	1579	2112
PCCA	-0.407011290748505	0.229	0.334	7.30403706989617e-11	1.79029252620225e-06	1579	2112
FMNL3	0.91332695829606	0.189	0.115	7.38844494650693e-11	1.81098174083831e-06	1579	2112
UMPS	-0.668001597680865	0.117	0.196	7.46601282161639e-11	1.82999440270639e-06	1579	2112
USPL1	-0.438468525198669	0.146	0.239	7.62617814792452e-11	1.86925252583778e-06	1579	2112
MEF2C-AS1	-0.962038209050631	0.027	0.077	7.74695935233249e-11	1.89885720685022e-06	1579	2112
IFRD2	-0.859554496877442	0.056	0.121	7.75072802373979e-11	1.89978094589886e-06	1579	2112
ACP1	-0.602160623560421	0.102	0.18	7.82013183943422e-11	1.91679251516372e-06	1579	2112
RAB1A	0.521615153567688	0.606	0.562	7.86798251956935e-11	1.92852119537164e-06	1579	2112
NOS1AP	-1.63722487971099	0.018	0.062	8.04132605274936e-11	1.9710094287894e-06	1579	2112
CIITA	-1.10016793053831	0.028	0.08	8.12360718441807e-11	1.99117735697271e-06	1579	2112
PARD6B	-1.70964035190359	0.014	0.055	8.41658808560718e-11	2.06298990566318e-06	1579	2112
OSTM1	0.93688642518216	0.205	0.128	8.42163821619503e-11	2.06422774317156e-06	1579	2112
PRR13	0.537687003790055	0.549	0.518	8.6624302792651e-11	2.12324828575067e-06	1579	2112
EIF2AK4	-0.27448325654958	0.24	0.348	8.73567614853417e-11	2.14120158076721e-06	1579	2112
NSA2	-0.312607466371191	0.292	0.403	8.94048618076242e-11	2.19140256776668e-06	1579	2112
SGTA	-0.86906766044965	0.067	0.134	8.99307442233661e-11	2.20429247165893e-06	1579	2112
FGFR1OP2	0.847116088536255	0.336	0.259	9.04960921414275e-11	2.21814971447853e-06	1579	2112
SESN2	1.0699773737395	0.191	0.118	9.09351793322648e-11	2.22891218061314e-06	1579	2112
VAT1	-0.55044339134578	0.186	0.281	9.19861455941689e-11	2.25467241465867e-06	1579	2112
GPRC5D-AS1	-1.78861628206817	0.013	0.054	9.22790876316893e-11	2.26185271694034e-06	1579	2112
PKIB	1.40116102046978	0.125	0.065	9.38890052704393e-11	2.30131340818374e-06	1579	2112
CENATAC	0.770476901054461	0.343	0.261	9.51035138469406e-11	2.33108222790236e-06	1579	2112
MSN	0.460506712065732	0.728	0.753	9.53672218501123e-11	2.3375459747681e-06	1579	2112
ZBED3-AS1	-0.919659675801614	0.013	0.054	9.73546862604319e-11	2.38626071492945e-06	1579	2112
NDUFAB1	-0.633813051604722	0.168	0.256	9.78634315683791e-11	2.39873057117254e-06	1579	2112
ELP6	-0.632351491400631	0.091	0.167	9.88232548933127e-11	2.42225680068999e-06	1579	2112
MFSD2A	-1.07771393806075	0.029	0.08	1.00058717481253e-10	2.452539224183e-06	1579	2112
CENPX	-0.636646764544471	0.042	0.101	1.02481512584039e-10	2.51192435494738e-06	1579	2112
ACAP1	-0.385312178005557	0.103	0.185	1.04615429105475e-10	2.56422878280431e-06	1579	2112
ZNF652	-0.305600054433659	0.333	0.449	1.0509107534662e-10	2.57588734782101e-06	1579	2112
DPP9	-0.569564476514033	0.099	0.177	1.06636664322258e-10	2.61377127920287e-06	1579	2112
FAM118A	-0.726925030102286	0.051	0.113	1.07175148887934e-10	2.62697007439215e-06	1579	2112
CIAPIN1	-0.7831568869736	0.069	0.137	1.0810486328275e-10	2.64975830392348e-06	1579	2112
PRKRA	-1.05224629967431	0.035	0.089	1.08772842154206e-10	2.66613113404174e-06	1579	2112
HAGHL	-1.92007177099332	0.011	0.05	1.10299603305765e-10	2.7035535766276e-06	1579	2112
SLC30A5	-0.454946650048478	0.141	0.232	1.1055096168359e-10	2.70971462182648e-06	1579	2112
MAPKAPK2	-0.405056988922339	0.233	0.339	1.11778165717172e-10	2.73979461989361e-06	1579	2112
ALDH4A1	-1.12134136103973	0.048	0.107	1.13688992373729e-10	2.78663089207246e-06	1579	2112
GLG1	-0.256502485063097	0.495	0.632	1.16638453311246e-10	2.85892512911195e-06	1579	2112
CEBPB	0.69301109670337	0.37	0.29	1.16734677784294e-10	2.86128368717084e-06	1579	2112
EIF3M	-0.355675357705066	0.307	0.407	1.18172794397171e-10	2.89653336346906e-06	1579	2112
DPYSL2	-0.602230644709355	0.113	0.193	1.18954656154392e-10	2.9156975770003e-06	1579	2112
KLF5	-1.29811248073172	0.013	0.053	1.19278890266018e-10	2.92364487931037e-06	1579	2112
IMPACT	-0.579591070399676	0.089	0.164	1.20183387205193e-10	2.94581500378648e-06	1579	2112
NDUFB2	-0.412296526694621	0.16	0.252	1.23724949656169e-10	3.03262224102236e-06	1579	2112
ENSG00000227627	-1.30412121783276	0.023	0.07	1.25094075040831e-10	3.06618087332582e-06	1579	2112
ENSG00000264112	-0.725917259383134	0.052	0.114	1.25586060819104e-10	3.07823993673707e-06	1579	2112
PKIG	-0.858984802231109	0.034	0.088	1.25808871237283e-10	3.08370124289705e-06	1579	2112
ZBED4	-0.409419904641527	0.225	0.329	1.27175875534641e-10	3.11720788522959e-06	1579	2112
TNNI3K	1.97058202181533	0.054	0.016	1.29066727967818e-10	3.16355456921919e-06	1579	2112
COASY	-1.13796215492029	0.038	0.092	1.3143480007593e-10	3.22159838466113e-06	1579	2112
ADGRL1	-1.58732400961099	0.015	0.055	1.32873391781183e-10	3.25685970594857e-06	1579	2112
SF3A1	-1.02990938009754	0.061	0.125	1.38101316308967e-10	3.38500136404908e-06	1579	2112
RABEPK	-0.636565737898808	0.078	0.149	1.38850187255919e-10	3.40335693982983e-06	1579	2112
BRMS1L	-1.00481044477007	0.042	0.098	1.40537933836041e-10	3.44472529625519e-06	1579	2112
