gene	avg_log2FC	pct.1	pct.2	p_val	p_val_adj	n1	n2
SIPA1L1	3.41887259996535	0.958	0.62	5.41325653918313e-38	1.32684331031918e-33	617	79
SLAMF7	-4.51805757335182	0.042	0.481	1.31480965634768e-37	3.2227299486738e-33	617	79
MT1G	-3.04868184934846	0.494	0.987	1.79913063051822e-37	4.40984908846321e-33	617	79
MT1H	-2.92314513228885	0.264	0.911	1.85805119301189e-35	4.55426927919144e-31	617	79
CYBB	-2.38228574282273	0.669	0.987	8.3985788763803e-33	2.05857566838958e-28	617	79
RPLP1	-1.1253378764006	0.901	1	4.37133062689968e-32	1.07145684995938e-27	617	79
PLK2	-3.92622860200692	0.016	0.329	1.20033645958195e-31	2.94214469608133e-27	617	79
SLC44A1	2.24439921844737	0.951	0.823	2.42386176289507e-31	5.94112756703211e-27	617	79
EPB41L3	1.63036674336367	0.969	0.962	7.76246452818952e-31	1.90265768050453e-26	617	79
NLN	-2.19699769973184	0.183	0.772	9.31684417034274e-31	2.28365167459271e-26	617	79
OTOAP1	-4.47982881697397	0.01	0.278	4.97935723330721e-30	1.22049025145593e-25	617	79
MARCO	-3.09010461138921	0.384	0.937	6.75405345549051e-30	1.65548604247528e-25	617	79
SLC16A10	2.87095502495514	0.909	0.62	2.64005228406338e-29	6.47103215346774e-25	617	79
ZMAT3	-1.78970435835845	0.37	0.937	4.79404224005436e-29	1.17506769345972e-24	617	79
GPX1	-1.66431281918339	0.872	1	1.03109953805826e-27	2.52732807773461e-23	617	79
GDF15	-3.5849126309837	0.112	0.582	1.12751732159807e-27	2.76365770696902e-23	617	79
AHNAK	-1.64859390031951	0.593	0.987	1.17462715740427e-27	2.87912862551361e-23	617	79
NME2	-1.78356392504802	0.402	0.886	8.03752570585949e-26	1.97007792576322e-21	617	79
ARFGEF3	-3.00069421871306	0.023	0.316	9.45386075255679e-26	2.31723580905919e-21	617	79
CDKN1A	-1.99759189602663	0.504	0.962	1.32153808775983e-25	3.23922200690812e-21	617	79
IL1RN	3.06455438569031	0.865	0.468	1.95828063932075e-25	4.79994167503909e-21	617	79
APOE	-3.87129145887175	0.076	0.481	2.01914698228393e-25	4.94913116827613e-21	617	79
LINC01283	-3.3989675140772	0.016	0.278	3.98593294949034e-25	9.76992025249576e-21	617	79
SGK1	-1.95144150681073	0.391	0.911	1.58887850395804e-24	3.89450010105155e-20	617	79
ARL4C	3.74235188064071	0.771	0.203	1.68854936673334e-24	4.1388033528001e-20	617	79
HS3ST2	-4.24558590060785	0.034	0.342	1.95414779295642e-24	4.78981165531549e-20	617	79
TUBA1A	-2.36935430577028	0.267	0.785	2.44905636239621e-24	6.00288204986935e-20	617	79
SAMSN1	1.57564484206982	0.955	0.899	3.02879399319256e-24	7.42387695671428e-20	617	79
RPS2	-1.075266453265	0.771	0.987	8.29821221800812e-24	2.03397479675597e-19	617	79
PVT1	-1.90678168721341	0.154	0.658	2.74055663332681e-23	6.71737836394736e-19	617	79
ALCAM	-1.66089615168274	0.741	0.975	3.48729720668915e-23	8.54771418331577e-19	617	79
EDA2R	-4.37059868145187	0.008	0.215	5.44995109670372e-23	1.33583751331305e-18	617	79
MIR222HG	-2.49032685462379	0.07	0.456	8.22497756801213e-23	2.01602425169545e-18	617	79
FLT1	-4.14612067663259	0.013	0.241	8.42726198905397e-23	2.06560618613702e-18	617	79
PHLDA3	-2.34589431568795	0.084	0.494	1.20775091472751e-22	2.9603182670886e-18	617	79
RPL4	-1.51936126940715	0.313	0.823	2.27111680131214e-22	5.56673439169618e-18	617	79
RPLP2	-0.981559286629907	0.786	1	6.65397018714034e-22	1.63095463256997e-17	617	79
RPL10A	-1.33243714209895	0.264	0.861	8.6397993690672e-22	2.11770122335206e-17	617	79
RPL6	-1.31264782676731	0.726	0.975	1.67453921686241e-21	4.10446307445146e-17	617	79
