test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
HLA-A	0.804792991853582	0.00834403067695448	0.00633935309593209	0.0519852070097901	79	ABCB5+ resistant LSC AML
COPA	0.841786630956365	0.00833503082761066	0.00633035324658828	0.0404540934575792	80	ABCB5+ resistant LSC AML
CD14	0.855666220287914	0.008327606562162	0.00632292898113961	0.0407114102570424	81	ABCB5+ resistant LSC AML
LGALS1	0.82871610311349	0.00830881804957681	0.00630414046855443	0.0330296456906367	82	ABCB5+ resistant LSC AML
ANXA1	0.812939404084363	0.00830229949926965	0.00629762191824726	0.0379226750404633	83	ABCB5+ resistant LSC AML
COL8A1	0.808015288472266	0.00828701598404139	0.00628233840301901	0.047932651643091	84	ABCB5+ resistant LSC AML
CALM2	0.827279321504296	0.00828417330470662	0.00627949572368423	0.0374598394293391	85	ABCB5+ resistant LSC AML
SEMA5A	0.837434438120745	0.00828217648055404	0.00627749889953165	0.0482133997586249	86	ABCB5+ resistant LSC AML
NTM	0.844074322062269	0.00827035979029505	0.00626568220927267	0.0523577188262801	87	ABCB5+ resistant LSC AML
COL13A1	0.83393315478183	0.00824344293191312	0.00623876535089074	0.052555857968485	88	ABCB5+ resistant LSC AML
MMP9	0.845859837071755	0.00823630732054268	0.0062316297395203	0.0392468858945181	89	ABCB5+ resistant LSC AML
MFGE8	0.809019640665102	0.0082150194750574	0.00621034189403501	0.0471935177167001	90	ABCB5+ resistant LSC AML
NECTIN2	0.85344827586207	0.00819482247478811	0.00619014489376572	0.0419955032118381	91	ABCB5+ resistant LSC AML
C3	0.828841647137595	0.00817251017781514	0.00616783259679276	0.0464909876363473	92	ABCB5+ resistant LSC AML
DCN	0.841270505523936	0.00816426915833546	0.00615959157731307	0.0415396173656602	93	ABCB5+ resistant LSC AML
GNAS	0.8455529516795	0.00814980085525505	0.00614512327423267	0.0345597128851629	94	ABCB5+ resistant LSC AML
COL12A1	0.829999442026559	0.00813691795998007	0.00613224037895769	0.0461670655664439	95	ABCB5+ resistant LSC AML
VCAN	0.819621136033923	0.00813597863487858	0.00613130105385619	0.0486442723397833	96	ABCB5+ resistant LSC AML
THBS2	0.863338355094297	0.00813178915684188	0.00612711157581949	0.0441126892380297	97	ABCB5+ resistant LSC AML
THY1	0.844534650150652	0.00812142569158264	0.00611674811056025	0.0493921215576849	98	ABCB5+ resistant LSC AML
EZR	0.832510322508648	0.00810577041102289	0.0061010928300005	0.0480185615044172	99	ABCB5+ resistant LSC AML
PSEN1	0.848077781497599	0.00803371809260697	0.00602904051158458	0.0399728428819793	100	ABCB5+ resistant LSC AML
GRN	0.835230443030911	0.00801400845675335	0.00600933087573096	0.033160395961615	101	ABCB5+ resistant LSC AML
COL5A2	0.818616783841089	0.00798227991398023	0.00597760233295784	0.040131864113526	102	ABCB5+ resistant LSC AML
ANXA2	0.819160807945541	0.00794730189431772	0.00594262431329533	0.0419300280129479	103	ABCB5+ resistant LSC AML
RTN4	0.816970762191719	0.00794652205155989	0.00594184447053751	0.041630947525717	104	ABCB5+ resistant LSC AML
CD9	0.839373395826358	0.0079037633610546	0.00589908578003221	0.0248890632802312	105	ABCB5+ resistant LSC AML
SERPINE1	0.799799129561431	0.00790257139564426	0.00589789381462188	0.0445040393379059	106	ABCB5+ resistant LSC AML
ENG	0.858986162258676	0.00789664867995365	0.00589197109893126	0.0496040212173341	107	ABCB5+ resistant LSC AML
HLA-DRA	0.806871442919316	0.00789345337133983	0.00588877579031744	0.0468658878877699	108	ABCB5+ resistant LSC AML
TGFB1	0.860367146523825	0.00788380540947392	0.00587912782845153	0.052135298174553	109	ABCB5+ resistant LSC AML
S100A8	0.818128557080682	0.00787510185036935	0.00587042426934696	0.0425682239434128	110	ABCB5+ resistant LSC AML
COL5A1	0.835551277759178	0.00786293951952925	0.00585826193850686	0.0387452021577952	111	ABCB5+ resistant LSC AML
ATP1B1	0.831478071643789	0.00786000576856672	0.00585532818754433	0.0398103018155557	112	ABCB5+ resistant LSC AML
LAMA4	0.824893985046312	0.00783520409924769	0.0058305265182253	0.0523658178925477	113	ABCB5+ resistant LSC AML
ADAM10	0.859558085035152	0.00782878305795638	0.005824105476934	0.0484532236195082	114	ABCB5+ resistant LSC AML
HAS2	0.811474723803147	0.00782091047014015	0.00581623288911776	0.0487565426309314	115	ABCB5+ resistant LSC AML
ADAM9	0.822508648588325	0.0078125251320052	0.00580784755098281	0.0427450109892426	116	ABCB5+ resistant LSC AML
COL1A1	0.835704720455305	0.00770638531315847	0.00570170773213608	0.045919034508086	117	ABCB5+ resistant LSC AML
ALCAM	0.787858497935497	0.00769935938840916	0.00569468180738677	0.0437618167509331	118	ABCB5+ resistant LSC AML
CD59	0.832803258564892	0.00764511957985182	0.00564044199882943	0.0365246134525545	119	ABCB5+ resistant LSC AML
VEGFA	0.793856712420484	0.0076218205502493	0.00561714296922691	0.0260007889520431	120	ABCB5+ resistant LSC AML
CD55	0.83096194621136	0.00761221154550604	0.00560753396448365	0.0401688377014806	121	ABCB5+ resistant LSC AML
CD47	0.803146970204218	0.00760217724034708	0.0055974996593247	0.0411635310685002	122	ABCB5+ resistant LSC AML
ADAM17	0.791541122642561	0.00757415740809999	0.0055694798270776	0.0189090472606848	123	ABCB5+ resistant LSC AML
CD320	0.827488561544471	0.00753444536912442	0.00552976778810203	0.0500652714791643	124	ABCB5+ resistant LSC AML
CTSD	0.788639660752147	0.0075030954451238	0.00549841786410141	0.0444508839197519	125	ABCB5+ resistant LSC AML
CD82	0.812395379979913	0.00744932854634609	0.0054446509653237	0.0475496877119696	126	ABCB5+ resistant LSC AML
MMP16	0.819649034705947	0.00741580483443879	0.0054111272534164	0.044525706178169	127	ABCB5+ resistant LSC AML
HEBP1	0.8082942751925	0.00727280551646813	0.00526812793544575	0.0279063035804314	128	ABCB5+ resistant LSC AML
NECTIN3	0.851355875460329	0.007267237956982	0.00526256037595962	0.0232869991011922	129	ABCB5+ resistant LSC AML
LRPAP1	0.78824907934382	0.00717685305176208	0.00517217547073969	0.0454094980313924	130	ABCB5+ resistant LSC AML
SEMA3A	0.826051779935275	0.00709788757637427	0.00509320999535189	0.0483063592482272	131	ABCB5+ resistant LSC AML
ANGPTL2	0.818337797120855	0.00708269376346314	0.00507801618244076	0.0201279535691922	132	ABCB5+ resistant LSC AML
COL1A2	0.803230666220287	0.00703588154787654	0.00503120396685415	0.0454310846237671	133	ABCB5+ resistant LSC AML
COL6A1	0.810163486218054	0.00698635606140404	0.00498167848038166	0.0365367521718857	134	ABCB5+ resistant LSC AML
HLA-DRB1	0.796381542238587	0.00694773127788743	0.00494305369686505	0.0345964893839152	135	ABCB5+ resistant LSC AML
SEMA3C	0.766836848566007	0.00691397450397094	0.00490929692294855	0.0442516994186927	136	ABCB5+ resistant LSC AML
THBS1	0.788207231335788	0.00666385367026961	0.00465917608924723	0.0364078730655863	137	ABCB5+ resistant LSC AML
PTPRM	0.844478852806606	0.00663939357591054	0.00463471599488816	0.0493852382273729	138	ABCB5+ resistant LSC AML
WNT5A	0.8383411449615	0.00654705667616308	0.00454237909514069	0.00946562722585577	139	ABCB5+ resistant LSC AML
ADGRE5	0.828869545809619	0.00651609979276139	0.00451142221173901	0.0413167878179869	140	ABCB5+ resistant LSC AML
CXCL8	0.830752706171185	0.00646900868284214	0.00446433110181975	0.0113973783629227	141	ABCB5+ resistant LSC AML
