"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000291015",2.03460218950824e-19,-0.74320996738547,0.191,0.312,4.38965422386403e-15
"SLAMF8",2.0545095804659e-19,1.52403032234317,0.117,0.045,4.43260441985518e-15
"TSPAN14",2.0605028805183e-19,-0.755121775628633,0.185,0.308,4.44553496471824e-15
"USP32",2.16814484742475e-19,-0.403224385024795,0.528,0.662,4.67777250831891e-15
"PPIC",2.17388313955501e-19,2.02107623278025,0.075,0.02,4.69015287358994e-15
"MZT2A",2.17632245157773e-19,-0.781499966654108,0.147,0.263,4.69541568927895e-15
"PTEN",2.18514321912725e-19,-0.447929506707108,0.6,0.71,4.71444649526705e-15
"HERC5",2.21875926118219e-19,1.25071551820485,0.186,0.096,4.78697310600058e-15
"NUTM2A-AS1",2.294883613505e-19,-0.716457239779785,0.209,0.335,4.95121139613705e-15
"ANKRD33B",2.31139795783081e-19,-1.74625392084035,0.023,0.091,4.98684109401996e-15
"NINJ1",2.34549472723863e-19,0.824389641770802,0.352,0.243,5.06040487401734e-15
"TUSC3",2.35418252328403e-19,2.36478728491364,0.059,0.011,5.07914879398528e-15
"ARMH3",2.36890587837674e-19,-0.643922258982547,0.261,0.389,5.11091443259782e-15
"MAVS",2.50169828489386e-19,-0.980249164686319,0.092,0.192,5.39741404965851e-15
"SRSF1",2.52204209545587e-19,-0.691586616660484,0.181,0.305,5.44130582094605e-15
"SPOUT1",2.64709809108238e-19,-6.43835538585705,0,0.044,5.71111413151023e-15
"WDR5B-DT",2.64710014149173e-19,-6.4495826412803,0,0.044,5.71111855526842e-15
"STOX2",2.65616342643517e-19,-6.7237576047193,0,0.044,5.73067259253388e-15
"MAP10",2.67316356198538e-19,6.41962560927052,0.03,0,5.76735038498345e-15
"A1BG-AS1",2.67396031903987e-19,6.49238195170584,0.03,0,5.76906938832852e-15
"LYSMD4",2.67420590605672e-19,6.53892453764287,0.03,0,5.76959924231737e-15
"ENSG00000290835",2.67509236963039e-19,6.58401242717141,0.03,0,5.77151178747758e-15
"POLR1A",2.73423669191379e-19,-1.24738493960691,0.055,0.14,5.89911566280401e-15
"PCM1",2.7740741681887e-19,-0.364687798076814,0.617,0.747,5.98506501786711e-15
"LCORL",2.87525157087512e-19,-0.608091565227122,0.306,0.438,6.20335526416307e-15
"DBF4",2.99785290717255e-19,-0.896153456434305,0.096,0.197,6.46786764722478e-15
"CARNMT1",3.02737691387583e-19,-1.0155822377986,0.08,0.176,6.53156569168711e-15
"STX8",3.04400704734943e-19,-0.596839446762647,0.305,0.436,6.56744520465639e-15
"RASSF2",3.07441629305935e-19,-0.707423268566117,0.206,0.33,6.63305315227554e-15
"PIWIL4",3.07506815497993e-19,-1.0837989901043,0.082,0.177,6.63445954436919e-15
"PHACTR2",3.15226747063569e-19,-0.533087408884913,0.435,0.569,6.80101706789651e-15
"PAM16",3.36931301695866e-19,-0.883963567140329,0.12,0.229,7.2692928340883e-15
"IPO9",3.41750016134507e-19,-0.812520603720365,0.155,0.271,7.37325659810199e-15
"KMT2D",3.44148172488045e-19,-0.967223324507279,0.109,0.212,7.42499682142957e-15
"ABCC4",3.45502364987254e-19,-1.05928338386608,0.117,0.222,7.45421352460001e-15
"CREM",3.68576979829552e-19,0.856456581103695,0.345,0.238,7.95204833982258e-15
"PRC1",3.735338956285e-19,-0.799542911191639,0.07,0.164,8.05899379818489e-15
"HINFP",3.79529031045603e-19,-6.35721862313164,0,0.044,8.18833884480887e-15
"TBRG4",3.7961453379667e-19,-6.35721862313164,0,0.044,8.19018356666315e-15
"PLIN2",3.82260141686241e-19,0.83243669032018,0.367,0.255,8.24726255688065e-15
"LNPEP",3.99614437608441e-19,-0.569729915084289,0.341,0.477,8.62168149140211e-15
"WDR76",4.02560647554501e-19,-1.34203642498968,0.048,0.13,8.68524597098837e-15
"SPG11",4.04285210900793e-19,-0.581412320525922,0.307,0.442,8.72245342518461e-15
"CD36",4.13285321771665e-19,0.555466039213826,0.265,0.157,8.91663081722367e-15
"INTS10",4.16834183809629e-19,-0.701977567229993,0.171,0.291,8.99319751569275e-15
"XNDC1N",4.32258824852437e-19,-1.1226821066806,0.081,0.175,9.32598414619133e-15
"CAB39",4.52727141932979e-19,-0.450821957162617,0.533,0.662,9.76758808720401e-15
"MCM8",4.53889889715974e-19,-1.63223511945108,0.033,0.106,9.79267437062213e-15
"CTSH",4.76210460803106e-19,0.911034071186281,0.265,0.161,1.0274240691827e-14
"NRIP1",4.76729887844627e-19,-0.724524873280109,0.345,0.466,1.02854473302478e-14
"DENND10",4.94678395965101e-19,-0.747305626746201,0.198,0.318,1.0672686392947e-14
"CNOT1",5.03310900590765e-19,-0.610274437431449,0.287,0.419,1.08589326802458e-14
"IRS2",5.06341204276735e-19,-1.25401361164586,0.087,0.181,1.09243114822706e-14
"ATL2",5.21469115219602e-19,-0.970576424506232,0.121,0.227,1.12506961608629e-14
"AOPEP",5.41637459641404e-19,-0.695757450771231,0.26,0.387,1.16858281917633e-14
"PCIF1",5.45149764494914e-19,-6.39255169624392,0,0.043,1.17616061689778e-14
"ZNF558",5.7468779979538e-19,6.41962560927052,0.03,0,1.23988892805853e-14
"AMDHD2",5.74926824900933e-19,6.56164461414295,0.03,0,1.24040462472376e-14
"LARP1",6.19096620259494e-19,-0.569294279593692,0.309,0.441,1.33570095820986e-14
"KIF18B",6.19405976244345e-19,-2.44456053538376,0.012,0.07,1.33636839374717e-14
"VPS13A",6.23132113122744e-19,-0.675698148659469,0.224,0.35,1.34440753406232e-14
"TENT4A",6.23334449110563e-19,-0.991658731250138,0.101,0.202,1.34484407395604e-14
"OTULINL",6.23435158783375e-19,-1.05098685872216,0.111,0.213,1.34506135507513e-14
"RYBP",6.27952903230926e-19,-0.509425975236982,0.366,0.501,1.35480838872072e-14
"CTDSPL",6.30423572477262e-19,-1.63501228636549,0.051,0.131,1.36013885761969e-14
"WDR70",6.36543497138716e-19,-0.56555106936692,0.309,0.445,1.37334259507678e-14
"GBE1",6.37746565689573e-19,-0.505265911913471,0.355,0.487,1.37593821547525e-14
"ABHD5",6.60019713745493e-19,-0.912924088579371,0.136,0.245,1.4239925324059e-14
"EIF2S3",6.72912815111108e-19,-0.666886944290904,0.211,0.337,1.45180939860222e-14
"ATP6V1F",6.7429270144279e-19,0.830057199703311,0.333,0.225,1.45478650336282e-14
"PPP3R1",6.89982575285938e-19,-0.493012082024147,0.355,0.495,1.48863740617941e-14
"PLD1",7.13803134973676e-19,-0.590678473767399,0.35,0.479,1.54003026370571e-14
"HEXB",7.14486430755339e-19,0.930560067552354,0.324,0.222,1.54150447435464e-14
"EBPL",7.22060999924283e-19,-1.12406286031802,0.1,0.197,1.55784660733664e-14
"GYPC",7.27354163483818e-19,-0.93401764817118,0.189,0.307,1.56926660771634e-14
"LIN9",7.32767703025091e-19,-1.6607478071935,0.031,0.102,1.58094631927663e-14
"FAM193A",7.42669129209752e-19,-0.5979316990069,0.265,0.398,1.60230864627004e-14
"PRDX1",7.44897224186263e-19,0.867383470930983,0.317,0.21,1.60711576118186e-14
"RAP1GAP2",7.60099973079732e-19,-1.15030909201518,0.082,0.175,1.63991569191952e-14
"MAP1LC3A",7.61514262131117e-19,1.68220353826428,0.101,0.036,1.64296702054789e-14
"PWWP2B",7.81771358863144e-19,-6.33317314916499,0,0.043,1.68667170674723e-14
"ENSG00000258344",7.81937529039351e-19,-6.36909272341994,0,0.043,1.6870302189024e-14
"BCL9",7.82417963318311e-19,-6.42704007262922,0,0.043,1.68806675585926e-14
"HBG2",7.91018822187084e-19,-3.1812815909276,0.018,0.08,1.70662310886863e-14
"RPL31",8.48832219394369e-19,-0.406862838453513,0.399,0.55,1.83135551334335e-14
"CENPI",9.02290511245363e-19,-1.87892797724303,0.024,0.09,1.94669177801187e-14
"SLCO2B1",9.40462370122523e-19,0.710417619788593,0.308,0.194,2.02904756353934e-14
"USP34",9.71781019308941e-19,-0.32119686352445,0.644,0.759,2.09661754915904e-14
"ZNF544",9.95056368448117e-19,-0.903736270825533,0.112,0.216,2.14683411492681e-14
"TMEM87A",9.97612558691405e-19,-0.783647473809922,0.242,0.36,2.15234909537671e-14
"ABHD15-AS1",1.12093969516441e-18,-6.28384543680142,0,0.042,2.4184273923172e-14
"DBF4B",1.14477949690661e-18,-2.00719822121493,0.023,0.089,2.469861764576e-14
"SRSF3",1.22744560748914e-18,-0.599667256994654,0.241,0.367,2.64821389815782e-14
"BZW2",1.26054835720093e-18,-0.877028444327549,0.12,0.224,2.71963308066101e-14
"LILRB2",1.26505255587348e-18,1.14295933784896,0.173,0.086,2.72935088929702e-14
"OXCT1",1.26649008387634e-18,-0.971641851805883,0.069,0.16,2.7324523559632e-14
"PCGF3-AS1",1.31756242129418e-18,-1.08974524831718,0.087,0.182,2.84264092394218e-14
"SOS2",1.35892750946731e-18,-0.489483098130508,0.403,0.549,2.93188610167573e-14
"E2F8",1.55423942168043e-18,-2.79199234047175,0.007,0.059,3.35327155227552e-14
"P2RX1",1.71486104252654e-18,-0.676783485070743,0.152,0.268,3.69981269925102e-14
"CSTF3",1.78990634192686e-18,-0.802598640310004,0.176,0.29,3.86172293270721e-14
"GPT2",1.79009573990948e-18,-2.14163785376697,0.02,0.081,3.8621315588547e-14
"VTI1A",1.80720539656065e-18,-0.382567607671302,0.588,0.708,3.8990456430796e-14
"JAK3",1.89431577642914e-18,-0.767083312849753,0.094,0.196,4.08698628764587e-14
"SLMAP",1.9389338516881e-18,-0.544064827028164,0.361,0.495,4.18324978501708e-14
"PRR11",1.97536460679244e-18,-1.1493591861593,0.057,0.141,4.26184913915469e-14
"DHRS7B",1.99229046909104e-18,-0.92633227120936,0.135,0.241,4.29836668706392e-14
"TMPO",2.02102713248897e-18,-0.680744715759205,0.194,0.315,4.36036603834495e-14
"DGKD",2.03641214981632e-18,-0.654641532499364,0.212,0.338,4.39355921322872e-14
"ZNF146",2.06510933600264e-18,-0.900023394712582,0.134,0.241,4.4554733924257e-14
"NUP93",2.16827031577606e-18,-1.01118413094235,0.093,0.189,4.67804320628686e-14
"GIGYF2",2.23891119289977e-18,-0.524881229580856,0.332,0.47,4.83045089868126e-14
"RAD51",2.26130739547632e-18,-2.36727228779557,0.012,0.068,4.87877070574016e-14
"NAP1L1",2.28682668552766e-18,-0.354394089616987,0.572,0.692,4.93382857402594e-14
"STK10",2.29980752293338e-18,-0.571846276397288,0.301,0.43,4.96183473072877e-14
"NCKAP1",2.39455509083557e-18,2.00957040718066,0.086,0.028,5.16625260847774e-14
"BTG1",2.4224590775132e-18,0.524243931995043,0.736,0.638,5.22645545973473e-14
"EYA4",2.48675583331404e-18,1.73614234537509,0.047,0.007,5.36517571037504e-14
"ZXDC",2.50028498388567e-18,-0.739221865216582,0.18,0.296,5.39436485273334e-14
"HLA-DRB6",2.51207257321438e-18,0.996236425260271,0.219,0.124,5.41979657671003e-14
"COL1A2",2.51283879441308e-18,3.0839761265937,0.059,0.013,5.42144969894621e-14
"DHFR2",2.65364339516964e-18,6.36899953620056,0.029,0,5.72523562507851e-14
"DBP",2.65427946425145e-18,6.46853520975147,0.029,0,5.7266079441225e-14
"ACTA2",2.65447107965965e-18,6.49238195170584,0.029,0,5.72702135436569e-14
"RCSD1",2.71688533618963e-18,-0.539541813056494,0.254,0.388,5.86168011282913e-14
"FOXK1",2.72199519064775e-18,-0.874817732181119,0.113,0.216,5.87270462382253e-14
"HAS2",2.76712750743379e-18,4.56164461414295,0.037,0.003,5.9700775972884e-14
"IFI16",2.91097884448579e-18,0.633882531668748,0.47,0.364,6.2804368569781e-14
"S100A16",2.92426873556269e-18,3.71814909982294,0.037,0.003,6.3091097969765e-14
"PHGDH",3.02698126335631e-18,-1.92000716933591,0.018,0.078,6.53071207569124e-14
"CENPJ",3.02921097491707e-18,-1.06828177464198,0.084,0.177,6.53552267838358e-14
"RNF213",3.04294854527885e-18,0.405124468697516,0.69,0.574,6.56516148643911e-14
"HDHD5",3.08202482624966e-18,-1.16861743972718,0.07,0.158,6.64946856263364e-14
"SLC2A5",3.25177984434567e-18,-1.16363917497562,0.094,0.187,7.01571501417577e-14
"LZTR1",3.30980615482406e-18,-6.29633638098462,0,0.041,7.14090677903291e-14
"ENSG00000268659",3.31112377956597e-18,-6.29633638098462,0,0.041,7.14374955441358e-14
"NFS1",3.31361055605649e-18,-6.34524598146557,0,0.041,7.14911477469187e-14
"RNF38",3.61638325109844e-18,-0.598342150243243,0.325,0.449,7.80234686424488e-14
"ASAH1",3.78336966487356e-18,0.716536186317795,0.437,0.342,8.16262005196471e-14
"ZNF141",3.98534797448573e-18,-0.793051510213831,0.128,0.235,8.59838825495296e-14
"PIKFYVE",3.99117174032121e-18,-0.578607773647674,0.281,0.409,8.61095302974302e-14
"TTN-AS1",4.32286063627022e-18,-1.03466881091473,0.093,0.188,9.32657182275299e-14
"IQGAP2",4.36544973763869e-18,-0.45487574419357,0.462,0.607,9.41845780895548e-14
"CDKN1A",4.49601595992306e-18,0.975296904442703,0.244,0.144,9.700154433534e-14
"TMEM245",4.50163971174404e-18,-0.756768996568175,0.172,0.286,9.71228767808776e-14
"BPTF",4.51055252191983e-18,-0.405212711371158,0.445,0.59,9.73151706604204e-14
"ENSG00000266538",4.74831994185903e-18,-6.28384543680142,0,0.041,1.02445002745609e-13
"RBM15",4.83213180184484e-18,-1.17004603798258,0.066,0.152,1.04253243624802e-13
"RPL38",4.89512986570929e-18,-0.430334822928901,0.388,0.529,1.05612426852678e-13
"MIR181A1HG",4.93430520712316e-18,-0.674409413636652,0.298,0.416,1.06457634843682e-13
"ARL6IP6",4.98702316113732e-18,-0.910549956416256,0.119,0.221,1.07595024701538e-13
"PAPSS2",4.99761546078895e-18,0.989785700695975,0.206,0.113,1.07823553566522e-13
"SHLD1",5.21938674396032e-18,-0.815492031602948,0.129,0.235,1.12608269000944e-13
"KDM4C",5.27357166351198e-18,-0.457976565090149,0.401,0.543,1.13777308640271e-13
"RTTN",5.41292349386231e-18,-0.859757301091995,0.134,0.239,1.16783824380079e-13
"TWF1",5.69012551906111e-18,1.0667780910864,0.196,0.106,1.22764458073743e-13
"GPATCH3",5.70038573716637e-18,6.31653211630642,0.028,0,1.22985822279364e-13
"EPB41L3",5.79593235731223e-18,0.266699579098333,0.852,0.724,1.25047240609011e-13
"ROCK1",5.86025044872328e-18,-0.336847611867616,0.597,0.727,1.26434903431205e-13
"TAF4B",5.90895639617141e-18,-1.13177955332999,0.038,0.112,1.27485734247398e-13
"CLTCL1",5.99249646818314e-18,-1.73719986763137,0.03,0.097,1.29288111301051e-13
"NUFIP2",6.00423470560866e-18,-0.452758450984023,0.409,0.548,1.29541363773507e-13
"ENSG00000291178",6.13894125258944e-18,-1.06870978939222,0.062,0.147,1.32447657524617e-13
"TTC27",6.16724684412879e-18,-1.12116520997635,0.086,0.18,1.33058350662079e-13
"SRSF4",6.53475789271276e-18,-0.465809973472397,0.379,0.513,1.40987401535278e-13
"RPAP2",6.64956009017017e-18,-0.573530970725217,0.265,0.394,1.43464258945422e-13
"WWP2",6.67131675374206e-18,-0.587345240764897,0.261,0.386,1.43933658961985e-13
"MDK",6.79961788306374e-18,2.25352231878062,0.05,0.009,1.467017558271e-13
"ZNF445",6.98451833596424e-18,-0.809865509594972,0.122,0.227,1.50690983098428e-13
"IGFBP6",6.99101619092071e-18,2.86649919567137,0.059,0.013,1.50831174319114e-13
"CEMIP",7.04002326348412e-18,2.28334345165585,0.073,0.021,1.5188850190967e-13
"FBXL5",7.0755200548513e-18,-0.455574456905757,0.51,0.635,1.52654345183417e-13
"NEDD4",7.16767993540671e-18,-0.711721727170729,0.166,0.276,1.546426946064e-13
"RPRD1A",7.3021190275252e-18,-0.714768821492043,0.201,0.319,1.57543218018856e-13
"VMO1",7.34295977662416e-18,1.10549557949495,0.213,0.121,1.58424357180666e-13
"FARSB",7.5453649362005e-18,-0.903023652860494,0.095,0.191,1.62791248498526e-13
"UBE2L6",7.90011338741736e-18,1.02895552620983,0.204,0.113,1.7044494633353e-13
"VEGFB",8.01047740769272e-18,0.832696037550667,0.306,0.201,1.7282605007097e-13
"HLA-DPB1",8.02555574792829e-18,0.892509933000455,0.308,0.207,1.73151365261553e-13
"MAPK1",8.14619797264208e-18,-0.536068323801146,0.301,0.434,1.75754221259753e-13
"GTF3C2",8.32527011995072e-18,-1.03661470919166,0.063,0.148,1.79617702837937e-13
"RASA1",8.47375533140259e-18,-0.488601652411493,0.325,0.459,1.82821271275011e-13
"FASTK",9.75384654127292e-18,-6.21971509938171,0,0.04,2.10439239127963e-13
"UBXN8",9.76307413816982e-18,-6.28384543680142,0,0.04,2.10638324531014e-13
"PRR14",9.7648276874764e-18,-6.28384543680142,0,0.04,2.10676157357303e-13
"CASP9",9.76816226324246e-18,-6.32099843521889,0,0.04,2.10748100829456e-13
"CCR1",1.00525021072662e-17,0.938207965607159,0.246,0.148,2.16882732964268e-13
"SPTLC2",1.0242747066798e-17,-0.629572631081362,0.277,0.402,2.20987267966167e-13
"NF1",1.03490015846096e-17,-0.403462006807479,0.571,0.686,2.23279709187952e-13
"CFL1",1.07016744996647e-17,0.376554406545463,0.745,0.649,2.30888627330266e-13
"KDM3B",1.08131424612057e-17,-0.58549506738306,0.248,0.374,2.33293548600514e-13
"C1orf162",1.09617473597725e-17,0.969678725684032,0.229,0.135,2.36499699287091e-13
"UGGT1",1.12963647301128e-17,-0.806655455460936,0.156,0.264,2.43719069052183e-13
"CDCA2",1.1707629639615e-17,-1.63290417426818,0.027,0.092,2.52592109474694e-13
"CAPG",1.20126848451688e-17,0.864957030862966,0.294,0.191,2.59173675534517e-13
"CNN3",1.22258383074349e-17,2.92239195792084,0.043,0.006,2.63772461482908e-13
"ZNF415",1.22453761751443e-17,6.31653211630642,0.027,0,2.64193990978739e-13
"TRIM41",1.22463219333325e-17,6.34300432766761,0.027,0,2.64214395711648e-13
"C7orf25",1.2247225722409e-17,6.36899953620056,0.027,0,2.64233894960974e-13
"SLC25A4",1.22480550474085e-17,6.41962560927052,0.027,0,2.64251787647838e-13
"MCRS1",1.22503254531332e-17,6.49238195170584,0.027,0,2.64300771651348e-13
"RRAS",1.23651333612148e-17,1.37298305011905,0.126,0.054,2.66777752268209e-13
"OIP5-AS1",1.25820173398033e-17,-0.512994186749805,0.249,0.383,2.71457024106256e-13
"N4BP2L2",1.26306019704305e-17,-0.355085101389725,0.668,0.758,2.72505237512037e-13
"GALNT1",1.27541732175906e-17,-0.603198680597965,0.263,0.387,2.75171287169517e-13
"ANAPC5",1.33145506003591e-17,-0.623498132587614,0.195,0.315,2.87261429202748e-13
"FOXO1",1.36405620364841e-17,-0.618681982759832,0.214,0.338,2.94295125937144e-13
"ZNF70",1.39852647571598e-17,-6.20653971063398,0,0.04,3.01732087135723e-13
"E2F2",1.4009334536168e-17,-6.34524598146557,0,0.04,3.02251392617825e-13
"COL12A1",1.44680995806454e-17,2.01885156766573,0.048,0.008,3.12149248452425e-13
"TPM2",1.44706476598485e-17,2.01602300505396,0.077,0.023,3.1220422326123e-13
"TNKS",1.44822265583373e-17,-0.499692250838947,0.346,0.476,3.12454037996126e-13
"SLX4IP",1.50827883511943e-17,-0.725343305036681,0.177,0.291,3.25411158677018e-13
"KIF24",1.53116257574512e-17,-2.07725669368901,0.017,0.074,3.3034832571701e-13
"MTR",1.56884679486178e-17,-0.666422131286772,0.174,0.29,3.38478695991428e-13
"CDC25A",1.57405452525973e-17,-3.72903254675997,0.003,0.048,3.39602263824787e-13
"AKAP13",1.5785945902784e-17,-0.382598101577985,0.649,0.738,3.40581782852564e-13
"STAT1",1.58681941771379e-17,0.486954279684999,0.564,0.453,3.42356289371751e-13
"ZC3H4",1.59513197738122e-17,-1.05385225472632,0.088,0.179,3.44149724119998e-13
"SMC5",1.59557383010091e-17,-0.504559474417101,0.344,0.474,3.44245053844272e-13
"CLN6",1.61995873384212e-17,-1.57683733964848,0.035,0.105,3.49506096826438e-13
"FARS2",1.63413353183866e-17,-0.671536313931448,0.227,0.347,3.5256430949419e-13
"RAI14",1.83733512614285e-17,1.2842459822082,0.168,0.086,3.96405053465319e-13
"OAS2",1.8713914030551e-17,1.25635252084745,0.139,0.064,4.03752695209138e-13
"MYH9",1.91808298909539e-17,-0.498013214250987,0.398,0.531,4.1382640489733e-13
"INSR",1.92325850137729e-17,-0.940855726386233,0.095,0.189,4.14943021672151e-13
"CD38",1.93945643401392e-17,-0.906848375948445,0.053,0.132,4.18437725638503e-13
"REPS1",1.98853642734263e-17,-0.646589744196838,0.206,0.325,4.29026734199173e-13
"TRIB1",2.00768806521319e-17,-6.30872010544045,0,0.039,4.33158700069747e-13
"PSG4",2.0192762853639e-17,2.4666481002072,0.05,0.009,4.35658858567262e-13
"H1-3",2.08277158374408e-17,-0.633194677212357,0.199,0.32,4.49357969192786e-13
"HUWE1",2.11779419452978e-17,-0.523709443867031,0.329,0.457,4.56914097469799e-13
"FANCM",2.21902168250165e-17,-1.02637768632726,0.068,0.154,4.78753927999731e-13
"LAMTOR5-AS1",2.22908252202091e-17,-1.07364956212835,0.077,0.164,4.80924554126011e-13
"NQO1",2.28252310717315e-17,1.7840370354794,0.081,0.025,4.92454360372607e-13
"CEP83",2.45596741305147e-17,-0.973392661246523,0.109,0.204,5.29874969365855e-13
"PPA2",2.51644698594982e-17,-0.554542905610712,0.299,0.425,5.42923437218673e-13
"UBASH3B",2.5901924051752e-17,-0.867863367944226,0.216,0.328,5.5883401141655e-13
"ENSG00000291105",2.63045701226024e-17,6.44428766350479,0.027,0,5.67521100395146e-13
"PLCL2",2.72793422606492e-17,-0.475714214482743,0.395,0.533,5.88551809273507e-13
"COL6A1",2.73836099842626e-17,2.63338036774187,0.086,0.029,5.90801385410466e-13
"PPA1",2.74659865102049e-17,-0.522419650645523,0.105,0.206,5.92578658957671e-13
"ARL4C",2.78144633596504e-17,0.622122300235877,0.338,0.224,6.00097046984458e-13
"PRRX1",2.8475115334734e-17,2.36115167437787,0.069,0.019,6.14350613346886e-13
"GALK1",2.8729731826136e-17,-6.19324288802052,0,0.039,6.19843964148884e-13
"MPI",2.87400641424606e-17,-6.21971509938171,0,0.039,6.20066883873588e-13
"MED16",2.87400641424606e-17,-6.21971509938171,0,0.039,6.20066883873588e-13
"HSD17B10",2.87400746960493e-17,-6.20653971063398,0,0.039,6.20067111567263e-13
"SBF1",2.8745070120624e-17,-6.23277125220716,0,0.039,6.20174887852463e-13
"GTF2IRD2B",2.87771171228089e-17,-6.32099843521889,0,0.039,6.20866301924602e-13
"BCR",2.95547215466764e-17,-1.04253580212235,0.081,0.169,6.37643117369544e-13
"PTPN7",3.05699566640044e-17,-0.728726876311488,0.159,0.269,6.59546815025895e-13
"UBE3A",3.07341928899976e-17,-0.562029756243605,0.319,0.441,6.63090211601699e-13
"DOCK11",3.14536768894115e-17,-0.454724458264061,0.328,0.462,6.78613078889052e-13
"HTR1F",3.20242062726246e-17,-1.63816995921829,0.039,0.109,6.90922250331876e-13
"MGA",3.34912401405336e-17,-0.664969302644182,0.234,0.353,7.22573506032013e-13
"DPH6",3.43781660901754e-17,-0.961292031621434,0.124,0.224,7.41708933395534e-13
"MCM2",3.52023601207722e-17,-1.56682994380586,0.018,0.077,7.59490919605659e-13
"RFX3-DT",3.60932652743353e-17,-0.913374989964125,0.125,0.227,7.78712198293784e-13
"RAVER2",3.62031214156788e-17,-1.62929816856844,0.022,0.083,7.81082344543271e-13
"ELP3",3.70490727700981e-17,-0.860503274299083,0.115,0.214,7.99333745014867e-13
"ARHGAP19",3.80836978881565e-17,-0.942660223232981,0.129,0.227,8.21655781936976e-13
"RPS19",3.99540071560807e-17,-0.277480965206452,0.722,0.8,8.62007704392441e-13
"PTMA",4.00170652842817e-17,-0.43987948796423,0.953,0.953,8.63368183508377e-13
"CDK12",4.06727847977562e-17,-0.609997735565448,0.263,0.383,8.7751533201159e-13
"TRMT2A",4.12120324257021e-17,-6.27124540002179,0,0.039,8.89149599584523e-13
"HAUS6",4.26732759360005e-17,-0.912034553044461,0.11,0.207,9.2067592831921e-13
"RPS14",4.28686627549012e-17,-0.318329696526789,0.792,0.863,9.24891398936994e-13
"PRR14L",4.47358377501254e-17,-0.569107692103968,0.279,0.406,9.65175699458955e-13
"SMC4",4.72439002560983e-17,-0.635121999518003,0.197,0.309,1.01928714802532e-12
"IDH2",4.75987543124574e-17,-0.936773499752613,0.105,0.199,1.02694312429127e-12
"NEGR1",4.78025848999519e-17,-1.66241566291785,0.093,0.18,1.03134076921646e-12
"HS2ST1",4.9831176629454e-17,-0.552915150119905,0.341,0.461,1.07510763578047e-12
"TRIM24",5.15157728808079e-17,-0.779392303692116,0.135,0.238,1.11145279990343e-12
"DENND3",5.29339178701258e-17,-0.812990531075256,0.154,0.259,1.14204927804796e-12
"LINC01515",5.46611949810627e-17,-1.62371042786897,0.045,0.117,1.17931528171643e-12
"CCAR1",5.472339400576e-17,-0.62380097263574,0.225,0.345,1.18065722567427e-12
"NAT10",5.47597522128158e-17,-1.05166251227217,0.079,0.166,1.1814416539915e-12
"KLHL8",5.47681443258969e-17,-0.750608419706631,0.163,0.272,1.18162271383123e-12
"TPM4",5.52473446283353e-17,0.584818666448409,0.591,0.488,1.19196146035633e-12
"NT5C3A",5.62629282283668e-17,-0.697842905968505,0.221,0.337,1.21387267652701e-12
"HPS6",5.646968004129e-17,6.31653211630642,0.026,0,1.21833334689083e-12
"TMEM44-AS1",5.64852270885478e-17,6.34300432766761,0.026,0,1.21866877443542e-12
"CCNQ",5.64852270885478e-17,6.34300432766761,0.026,0,1.21866877443542e-12
"ENSG00000255495",5.64884162740911e-17,6.39453462830769,0.026,0,1.21873758111352e-12
"HSD17B7",5.6500734117019e-17,6.46853520975147,0.026,0,1.21900333857468e-12
"PRICKLE1",5.80122771768388e-17,-1.11820583449581,0.08,0.167,1.2516148800903e-12
"ENSG00000290450",5.89908974527957e-17,-6.16627584042025,0,0.038,1.27272861254407e-12
"ENSG00000289469",5.90307426561606e-17,-6.21971509938171,0,0.038,1.27358827280666e-12
"NNT",6.01823909179334e-17,-0.743638206588617,0.171,0.281,1.29843508405441e-12
"E2F3",6.0430529046255e-17,-0.599741539944067,0.256,0.376,1.30378866417295e-12
"TPX2",6.43182929160616e-17,-0.343416310908486,0.096,0.192,1.38766716966403e-12
"NPIPB13",6.52108790015806e-17,-0.857942952113695,0.126,0.227,1.4069247144591e-12
"SASS6",6.62574571681677e-17,-1.16695057503738,0.057,0.135,1.42950463840322e-12
"TLN1",6.79531362731042e-17,0.401457653301726,0.654,0.556,1.46608891509222e-12
"BNC2",6.8291891077577e-17,0.665124555604007,0.288,0.181,1.47339754999872e-12
"SYNCRIP",6.83493511365027e-17,-0.567690645022546,0.303,0.427,1.47463725077005e-12
"PHKA2",6.83752169294875e-17,-0.915904944157226,0.104,0.198,1.47519530525369e-12
"SERPING1",6.99486219241834e-17,1.19413548494669,0.148,0.072,1.50914151801426e-12
"LUCAT1",7.1673198755283e-17,0.684501361928484,0.221,0.125,1.54634926314523e-12
"GRIK5",7.2121658241989e-17,-1.51324259748804,0.023,0.084,1.55602477657091e-12
"IL1RAP",7.4298401734338e-17,-0.429867731215216,0.421,0.557,1.60298801741834e-12
"ARSB",7.66410470227972e-17,-0.909267808498001,0.173,0.279,1.65353058951685e-12
"PREP",7.75741907025649e-17,-0.870953713156077,0.134,0.234,1.67366316440784e-12
"PTCD3",7.84417951894733e-17,-0.735556394842035,0.131,0.233,1.69238173121289e-12
"GGT5",8.11402296666501e-17,-1.24571030791465,0.049,0.124,1.75060045505798e-12
"GOLGA8B",8.36202955694411e-17,-0.838893315440778,0.102,0.197,1.80410787691069e-12
