"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.49103770514239e-28,0.510034902224482,0.903,0.679,1.40044138488447e-23,"8","GOLGA4"
7.20934002213232e-28,1.09969823781058,0.465,0.252,1.55541510977505e-23,"8","CCL13"
7.46971650025367e-28,0.970701002085962,0.391,0.185,1.61159133492973e-23,"8","ARHGAP32"
8.71308571318393e-28,0.912118760766135,0.481,0.254,1.87984824261943e-23,"8","PLEKHM2"
1.4498709271102e-27,1.08168062552689,0.362,0.168,3.12809652524025e-23,"8","TTL"
1.52187479233314e-27,0.630317139022201,0.78,0.523,3.28344486445875e-23,"8","CBL"
1.5536813944583e-27,1.31306314056833,0.265,0.105,3.35206760854377e-23,"8","MAPRE3"
1.99240018353339e-27,0.371536372360816,0.938,0.712,4.29860339597329e-23,"8","SNTB1"
2.50904319723423e-27,0.926925345234463,0.477,0.257,5.41326069803285e-23,"8","PDE8A"
2.79208152620887e-27,1.12422049909993,0.379,0.182,6.02391589279563e-23,"8","TWSG1"
3.30977416753418e-27,0.650403958597025,0.698,0.426,7.140837766455e-23,"8","IFI16"
3.35496972397955e-27,0.602241209833881,0.829,0.59,7.23834717948589e-23,"8","SRPK2"
3.42805151370078e-27,0.554819777539147,0.78,0.524,7.39602114080943e-23,"8","TBXAS1"
3.62652469111762e-27,1.07031261135111,0.362,0.169,7.82422702108627e-23,"8","SVIL-AS1"
4.26096906689445e-27,0.658268728921363,0.677,0.418,9.19304076182479e-23,"8","HM13"
4.54836653246457e-27,0.617120704461567,0.718,0.454,9.8131007937923e-23,"8","CYTH1"
5.14915565311479e-27,0.874911875464298,0.447,0.226,1.11093033215952e-22,"8","SH2B3"
6.70756694521407e-27,0.738430705535028,0.605,0.359,1.44715756842994e-22,"8","DIP2A"
8.07762828466689e-27,0.733792534700356,0.593,0.347,1.74274830241688e-22,"8","PLEKHA2"
8.84289584822397e-27,0.451066936361584,0.899,0.696,1.90785477925432e-22,"8","RTN3"
9.61871037851834e-27,0.608882462917674,0.805,0.572,2.07523676416533e-22,"8","TLK1"
9.74306962649709e-27,1.33433365135923,0.27,0.11,2.10206727191675e-22,"8","SIRPB2"
1.00125473829934e-26,1.1986688342987,0.71,0.546,2.16020709788084e-22,"8","MT1G"
1.01639694440377e-26,0.908636121715181,0.449,0.231,2.19287640755113e-22,"8","CENATAC"
1.04112458902394e-26,0.632051495120743,0.745,0.487,2.24622630081916e-22,"8","XRN1"
1.39544354259052e-26,0.909919939268955,0.368,0.17,3.01066944313905e-22,"8","HLA-DRB6"
1.48210182181435e-26,0.693433308415178,0.66,0.397,3.19763468056447e-22,"8","TRAK1"
2.12434996089563e-26,1.19926568638396,0.302,0.131,4.58328504063232e-22,"8","SDHAP1"
2.15902993495004e-26,0.703238337463672,0.486,0.25,4.65810708465471e-22,"8","LPAR6"
2.69678098395712e-26,1.11553213225316,0.354,0.168,5.81830497288748e-22,"8","PALS1"
2.73902853838874e-26,1.16710809835935,0.255,0.101,5.90945407157371e-22,"8","PRKAR2B"
2.86652530024332e-26,0.484273934473474,0.87,0.615,6.18452833527497e-22,"8","USP32"
3.35300117340126e-26,1.08684132973582,0.366,0.176,7.23410003161322e-22,"8","TBC1D9B"
3.37935736430349e-26,0.77562317490598,0.496,0.263,7.29096351348477e-22,"8","TMEM135"
3.51612863398484e-26,0.384710088015794,0.805,0.727,7.58604752782228e-22,"8","CXCL5"
3.75971723381897e-26,0.715085112791124,0.597,0.347,8.11158993196443e-22,"8","LRCH3"
4.28564410484559e-26,0.541119246401114,0.72,0.442,9.24627715620435e-22,"8","PACS1"
4.70308031891577e-26,0.771993063779053,0.566,0.328,1.01468957880608e-21,"8","VAV1"
5.2839465193258e-26,0.919629866986873,0.442,0.232,1.14001146154454e-21,"8","AP1B1"
5.4532744638163e-26,0.526119738255548,0.852,0.639,1.17654396556837e-21,"8","ZNF609"
5.49465815567163e-26,0.356867040938556,0.961,0.864,1.18547249708615e-21,"8","ANKRD12"
6.17336179947617e-26,0.56002869536852,0.578,0.321,1.33190280823698e-21,"8","RFTN1"
6.66428911790963e-26,0.912582312607156,0.453,0.241,1.437820377189e-21,"8","STAT2"
6.75899726261149e-26,0.636005459936854,0.609,0.35,1.45825365940843e-21,"8","SEC24D"
7.14950251345749e-26,1.05043845977289,0.354,0.166,1.54250516727845e-21,"8","C12orf4"
8.986908859413e-26,1.11899598755673,0.29,0.123,1.93892558641835e-21,"8","EPAS1"
1.1350471428434e-25,0.615212951305387,0.556,0.311,2.44886421068464e-21,"8","VOPP1"
1.1458697311758e-25,1.37113575228723,0.257,0.105,2.47221394501179e-21,"8","DHCR24"
1.64972098089834e-25,0.674851346820629,0.605,0.355,3.55927301628817e-21,"8","SLC4A7"
1.65891129282543e-25,1.11463218485419,0.321,0.145,3.57910111427086e-21,"8","ACP5"
1.87540919323704e-25,0.549906056686901,0.765,0.503,4.04619533440891e-21,"8","GOLGB1"
2.4472204803192e-25,0.651233094327481,0.646,0.4,5.27987818628867e-21,"8","TRPM7"
3.80908236468354e-25,1.11188288427774,0.364,0.178,8.21809520180473e-21,"8","KDM3A"
4.01513895573709e-25,1.16835414969375,0.327,0.152,8.66266229700276e-21,"8","UQCC5"
4.0368673097272e-25,1.10667131008822,0.321,0.146,8.70954122073642e-21,"8","CRYL1"
4.45292543524153e-25,0.742057315340694,0.562,0.325,9.6071866265336e-21,"8","ATP1B3"
5.52303303267952e-25,0.65651189497703,0.64,0.397,1.19159437680061e-20,"8","ST3GAL1"
5.74217012082988e-25,1.21951058185798,0.294,0.13,1.23887320356905e-20,"8","RPSA2"
5.80016237527103e-25,0.876591610993764,0.424,0.217,1.25138503246472e-20,"8","NAGK"
6.25991922215974e-25,0.940909665584239,0.442,0.237,1.35057757218096e-20,"8","GALNT11"
7.13425444866368e-25,1.24232428136408,0.251,0.101,1.53921539729919e-20,"8","GGTA1"
7.67335904647254e-25,1.11927604094806,0.331,0.155,1.65552721427645e-20,"8","ZDHHC7"
8.29993048810431e-25,1.16236120034362,0.272,0.115,1.79071000280851e-20,"8","IFI44"
9.03321247494144e-25,0.716451992703004,0.545,0.312,1.94891559146862e-20,"8","RALGAPA1"
9.37566771208121e-25,0.7612429244698,0.535,0.311,2.02280030888152e-20,"8","PTAFR"
9.49861789443465e-25,1.1155857258528,0.292,0.127,2.04932681072428e-20,"8","GALM"
9.66551427619745e-25,0.837541642656481,0.302,0.131,2.0853347050896e-20,"8","TXK"
1.29360650717027e-24,0.581414080683908,0.591,0.334,2.79095603921986e-20,"8","CCSER2"
1.49265461459817e-24,0.858883432406019,0.346,0.163,3.22040233099556e-20,"8","ATP10D"
1.89949546195952e-24,0.811336168569859,0.418,0.212,4.09816145917767e-20,"8","CEMIP2"
2.17176161019324e-24,0.575442845782458,0.739,0.486,4.68557567399192e-20,"8","DLG1"
2.21914970546503e-24,0.54928557069583,0.739,0.479,4.78781548954081e-20,"8","GLG1"
2.59871944381345e-24,0.822278455466649,0.428,0.222,5.60673720002753e-20,"8","RHOBTB3"
2.73263779532925e-24,0.529746128432478,0.807,0.563,5.89566604342286e-20,"8","UBE2E1"
2.75670226505595e-24,0.744665082150327,0.72,0.548,5.9475851368582e-20,"8","GLUL"
3.74803084372307e-24,0.730804434899044,0.387,0.186,8.08637654533253e-20,"8","SLC11A1"
3.84879661902285e-24,0.925171176912332,0.321,0.145,8.3037787055418e-20,"8","LRRK2"
4.02839664112249e-24,0.818959133306448,0.471,0.257,8.69126575322176e-20,"8","APPBP2"
4.29766792075594e-24,0.615070058926483,0.545,0.306,9.27221853903095e-20,"8","CEP85L"
4.80578440102714e-24,0.745128316837638,0.527,0.3,1.03684798452161e-19,"8","STX12"
4.9188399926732e-24,1.1683236999203,0.278,0.121,1.06123972841924e-19,"8","PRR16"
4.92980961956972e-24,0.58269662725541,0.689,0.436,1.06360642542217e-19,"8","STK3"
5.11461376406592e-24,1.16914209554075,0.259,0.108,1.10347791959722e-19,"8","CD40"
5.36301808112459e-24,0.722105834988148,0.586,0.361,1.15707115100263e-19,"8","EEA1"
8.12845182829022e-24,0.924855999364937,0.356,0.172,1.75371348195361e-19,"8","MICAL2"
8.3778097759114e-24,1.19900973433653,0.251,0.103,1.80751245915288e-19,"8","GAS2L3"
8.95999680768479e-24,0.827441541712888,0.449,0.24,1.93311931125799e-19,"8","TMEM65"
1.01933632405517e-23,0.839926992876383,0.469,0.258,2.19921811914903e-19,"8","TTBK2"
1.62885158506737e-23,0.33563832140529,0.881,0.631,3.51424729478284e-19,"8","ITPR1"
1.75580723438769e-23,0.834373674132464,0.393,0.194,3.78815410819144e-19,"8","PMP22"
1.93319695846306e-23,1.12916779261402,0.317,0.149,4.17087243788405e-19,"8","TATDN2"
2.08210248321514e-23,0.79182231919262,0.453,0.243,4.49213610753667e-19,"8","PIAS2"
2.09186696907118e-23,0.66379493026176,0.591,0.353,4.51320298577107e-19,"8","NCK1"
2.10410826786705e-23,0.828207982272756,0.467,0.259,4.53961358792316e-19,"8","KIF13B"
2.36237463513309e-23,0.703754686127372,0.535,0.306,5.09682327529963e-19,"8","CACUL1"
2.47474336958293e-23,0.547656770699551,0.638,0.391,5.33925881987518e-19,"8","MAP3K1"
3.46366628450369e-23,0.993078168353512,0.374,0.189,7.47286000881672e-19,"8","RNF217"
3.88340392069958e-23,0.689311712313487,0.584,0.357,8.37844395890934e-19,"8","ELP4"
4.56503557762524e-23,0.548589322790751,0.673,0.424,9.84906425872645e-19,"8","PLD1"
5.82439359056552e-23,1.15331606074061,0.292,0.133,1.25661291716451e-18,"8","PACC1"
6.11991510237959e-23,1.13667592787767,0.307,0.143,1.3203716833384e-18,"8","SRGAP2B"
7.09039738837673e-23,0.706957231907724,0.486,0.27,1.52975323654228e-18,"8","WDFY4"
7.76316694392362e-23,0.959269636254951,0.28,0.122,1.67490326815152e-18,"8","DIPK1A"
7.99760804018778e-23,0.793041140057368,0.471,0.261,1.72548393467051e-18,"8","B4GALT1"
8.95739169354574e-23,0.686319323062695,0.603,0.377,1.93255725788249e-18,"8","RNF111"
1.29279425669408e-22,0.410458174451921,0.926,0.779,2.78920360881748e-18,"8","JMJD1C"
1.43084959868862e-22,0.738947129164604,0.498,0.283,3.0870580091707e-18,"8","LPXN"
1.70298652234547e-22,0.752096442243881,0.5,0.285,3.67419342196035e-18,"8","FBXO42"
1.98055810090596e-22,0.97098576254286,0.35,0.173,4.2730541027046e-18,"8","TSPAN4"
2.13154422634952e-22,0.507615742488677,0.802,0.586,4.5988066683491e-18,"8","CLTC"
2.87932288497003e-22,0.695112942351045,0.498,0.28,6.21213912432284e-18,"8","MAP4K3"
3.26514314976094e-22,0.613776611621522,0.65,0.414,7.04454634560922e-18,"8","CUL5"
3.57363074901206e-22,0.968300457594472,0.362,0.185,7.71010834099352e-18,"8","BLTP3A"
5.02010084522716e-22,0.477214525329041,0.667,0.411,1.08308675735776e-17,"8","IFNGR1"
5.04013436418047e-22,1.16147931887825,0.267,0.118,1.08740898907194e-17,"8","PACS2"
5.25070211136516e-22,0.679035875501066,0.556,0.333,1.13283898052703e-17,"8","TFEC"
6.25580620786073e-22,0.793715125552946,0.479,0.272,1.34969018934595e-17,"8","DGLUCY"
7.40083053093339e-22,0.529452939445981,0.706,0.459,1.59672918704888e-17,"8","FBXL17"
7.43059772682096e-22,0.874719640010299,0.391,0.204,1.60315145956162e-17,"8","DSE"
7.52697775847399e-22,0.881956790255883,0.36,0.181,1.62394545139076e-17,"8","LRRK1"
7.76007482099386e-22,0.671302158714426,0.543,0.323,1.67423614262943e-17,"8","CD58"
9.33841888358631e-22,0.693813930872345,0.514,0.298,2.01476387413375e-17,"8","RHOQ"
1.03408004019987e-21,0.519857718071208,0.704,0.459,2.23102768673122e-17,"8","DENND1B"
1.13783966516924e-21,1.14594884301557,0.255,0.111,2.45488907760264e-17,"8","CLCN5"
1.20844243290222e-21,0.80040004934861,0.496,0.291,2.60721454898655e-17,"8","PI4KA"
1.81368863667396e-21,0.607059356619347,0.58,0.349,3.91303323362406e-17,"8","VPS13D"
2.12321969008666e-21,0.559210718269378,0.704,0.482,4.58084648136196e-17,"8","ITSN2"
2.29444337650223e-21,1.05689761531925,0.323,0.16,4.95026158480357e-17,"8","MBOAT1"
2.59578935402824e-21,0.458507976554104,0.86,0.665,5.60041553131593e-17,"8","WNK1"
2.74781175641318e-21,0.644767366991354,0.712,0.485,5.92840386446144e-17,"8","NFE2L2"
3.83578562939512e-21,0.951526637840732,0.323,0.157,8.27570749541998e-17,"8","UNC93B1"
5.15264044215838e-21,0.444006064153238,0.883,0.714,1.11168217539567e-16,"8","FYB1"
5.44765511762621e-21,0.611612397751499,0.679,0.544,1.17533159162786e-16,"8","CST3"
5.85988603045399e-21,0.615878228848295,0.547,0.324,1.26427041107045e-16,"8","PLD3"
7.83805170236878e-21,0.922469564682757,0.327,0.16,1.69105965478606e-16,"8","APH1B"
8.42645645068788e-21,0.451607745553152,0.837,0.621,1.81800797923591e-16,"8","NF1"
8.61381163804795e-21,0.798717629888462,0.405,0.217,1.85842986090884e-16,"8","CEPT1"
9.01317982124357e-21,0.469154295360347,0.794,0.564,1.9445935464333e-16,"8","MACROH2A1"
1.00325468122416e-20,0.589726609674182,0.582,0.354,2.16452197474112e-16,"8","INTS6"
1.1017605295486e-20,0.514864460362157,0.508,0.291,2.3770483425011e-16,"8","HLA-DPA1"
1.42495560115675e-20,0.378201074510907,0.798,0.529,3.07434170949568e-16,"8","CAST"
1.54699730370378e-20,1.13244151862168,0.274,0.127,3.33764668274091e-16,"8","TBCEL"
1.59767959231982e-20,0.927214023634031,0.352,0.182,3.44699372043001e-16,"8","RAB20"
1.68613676214304e-20,0.701486060642735,0.535,0.333,3.63784006432361e-16,"8","DHRSX"
2.8106560895163e-20,0.634221520804972,0.582,0.366,6.06399051313141e-16,"8","FAM120B"
2.85371595773545e-20,0.885159222294227,0.366,0.192,6.15689217881423e-16,"8","MVP"
2.87143674655717e-20,0.649320728479189,0.414,0.22,6.19512478069709e-16,"8","ZBTB38"
3.69690628787101e-20,0.517774400644258,0.702,0.461,7.9760753160817e-16,"8","MANBA"
3.92621022809252e-20,1.03395988370093,0.27,0.124,8.4707985671096e-16,"8","UACA"
3.94229667482193e-20,1.11393685306472,0.298,0.145,8.50550507592831e-16,"8","ENG"
3.99974754237015e-20,1.13744746560999,0.267,0.124,8.62945532266359e-16,"8","PLAU"
4.10839245341529e-20,0.457833008060367,0.821,0.599,8.86385671824349e-16,"8","NCOA2"
4.46772955410557e-20,1.08727569823339,0.296,0.144,9.63912651298277e-16,"8","DAAM1"
5.02161364878348e-20,0.588069775137408,0.632,0.404,1.08341314472504e-15,"8","CDYL"
5.09684309091585e-20,0.863801287219511,0.37,0.195,1.0996438968651e-15,"8","MTMR14"
5.16384694243569e-20,0.763387055771094,0.461,0.268,1.1140999778305e-15,"8","SH3BP2"
5.72758397911803e-20,0.530190283329153,0.749,0.546,1.23572624349472e-15,"8","CMIP"
5.96218236276264e-20,0.602271143871925,0.263,0.118,1.28634084476604e-15,"8","RORA"
6.34189962842859e-20,0.732843937583687,0.453,0.259,1.36826484483347e-15,"8","DOP1A"
6.38934741557345e-20,0.571859903277227,0.724,0.507,1.37850170490997e-15,"8","ATP13A3"
7.42219826249878e-20,0.800769485568242,0.405,0.223,1.60133927513411e-15,"8","SPG21"
7.47861971667729e-20,0.585381484705337,0.714,0.504,1.61351220387313e-15,"8","BACH1"
7.71720620737589e-20,0.461209118952149,0.541,0.319,1.66498723924135e-15,"8","KYNU"
7.95504644149584e-20,0.552401216605253,0.603,0.371,1.71630126975273e-15,"8","HECTD4"
9.02772968514859e-20,0.743343445358506,0.414,0.226,1.94773267957081e-15,"8","EEIG2"
9.39500054604167e-20,0.797410006742799,0.416,0.233,2.02697136780849e-15,"8","VPS35L"
9.66001906566889e-20,0.592668675723371,0.521,0.312,2.08414911341806e-15,"8","AOAH"
9.74210694536951e-20,1.01517295560272,0.282,0.133,2.10185957346347e-15,"8","SPATS2L"
9.99203146178687e-20,0.43886520826747,0.833,0.631,2.15578078788052e-15,"8","ADAM10"
1.00968158784729e-19,0.6477846481682,0.558,0.349,2.17838802578052e-15,"8","NPTN"
1.0750268089884e-19,0.64749153661886,0.564,0.358,2.31937034039247e-15,"8","UBASH3B"
1.10466431275614e-19,1.03346317340479,0.311,0.156,2.38331325477138e-15,"8","SRGAP2C"
1.13180490724263e-19,0.414511438581865,0.862,0.677,2.44186908737597e-15,"8","KDM2A"
1.17277045387376e-19,1.02123157885801,0.296,0.144,2.53025225423265e-15,"8","MTMR10"
1.25559726216573e-19,0.467432705587756,0.718,0.472,2.70895109312257e-15,"8","PHKB"
1.26769591008821e-19,0.693048959930912,0.529,0.329,2.73505392601532e-15,"8","UBR3"
1.57656528335122e-19,0.689203859359309,0.502,0.302,3.40143959883026e-15,"8","OXSR1"
1.67449713334009e-19,0.911734834841447,0.272,0.126,3.61272756518124e-15,"8","GLIS3"
1.68097093880184e-19,1.00605760940333,0.282,0.134,3.62669480046497e-15,"8","ADAMTSL4"
1.7095610126821e-19,0.872750026139255,0.372,0.201,3.68837788486163e-15,"8","HEATR5A"
2.21427415149417e-19,0.622902235334634,0.34,0.172,4.77729648184867e-15,"8","ARHGAP6"
3.56489127927624e-19,0.521668383349877,0.556,0.351,7.6912529350385e-15,"8","LDLRAD4"
3.60409961386757e-19,0.431353543879755,0.652,0.406,7.77584491691928e-15,"8","GPR141"
3.95098060026213e-19,0.676778763587105,0.498,0.302,8.52424064506555e-15,"8","DDHD1"
6.25072604455515e-19,0.673336313886957,0.492,0.292,1.34859414411277e-14,"8","CAPN7"
6.53299232772799e-19,0.895867685030706,0.319,0.161,1.40949309470731e-14,"8","VWA5A"
7.01849585823388e-19,0.349810987978175,0.613,0.371,1.51424048141396e-14,"8","TCF4"
9.27794336218528e-19,0.472861350423717,0.755,0.533,2.00171628039147e-14,"8","PDCD6IP"
1.16119962674941e-18,0.759390148049627,0.383,0.206,2.50528819471185e-14,"8","VEZT"
1.16989802364712e-18,0.691273228646773,0.459,0.269,2.52405498601865e-14,"8","FIG4"
1.27889925272006e-18,1.00689164050276,0.29,0.144,2.75922513774354e-14,"8","ECHDC2"
1.29456772397528e-18,0.423815268180032,0.778,0.543,2.79302986447666e-14,"8","TAOK1"
1.51050125483279e-18,0.613105057826774,0.504,0.3,3.25890645730174e-14,"8","PDXK"
2.36787879969256e-18,0.430123989867315,0.71,0.469,5.10869851033669e-14,"8","HERC1"
2.61199343323365e-18,0.558611509556242,0.471,0.272,5.63537583220161e-14,"8","AP1S2"
3.62403983464004e-18,1.08609750703611,0.257,0.122,7.81886594323589e-14,"8","SETD7"
4.60894052470877e-18,0.618333709501797,0.496,0.299,9.94378918205918e-14,"8","SLC25A24"
4.79303592011604e-18,0.801845032931242,0.391,0.218,1.03409749976504e-13,"8","ZC3H12C"
5.12394289878248e-18,0.444686001240294,0.72,0.482,1.10549068041232e-13,"8","GLS"
5.66410765027266e-18,0.437322173546666,0.837,0.641,1.22203122554633e-13,"8","UBR5"
7.7131158682885e-18,0.985974892300755,0.364,0.205,1.66410474858324e-13,"8","JDP2"
9.52892162225462e-18,0.589063876032107,0.519,0.317,2.05586484000143e-13,"8","GNB4"
9.65188497752726e-18,0.352380612911688,0.874,0.677,2.08239418390151e-13,"8","RREB1"
1.06938160319582e-17,0.942757212182218,0.284,0.141,2.30719080889497e-13,"8","RALGDS"
1.09342740331901e-17,0.675443459809468,0.471,0.283,2.35906962266076e-13,"8","FRS2"
1.28486571938742e-17,0.620663455734185,0.562,0.368,2.77209778957835e-13,"8","RAP1GDS1"
1.5287592604656e-17,0.826815236063422,0.366,0.204,3.29829810445453e-13,"8","ATP6AP1"
1.6612046841218e-17,0.583892525905479,0.434,0.247,3.58404910599279e-13,"8","PLAUR"
2.13818389587158e-17,0.443375964631115,0.733,0.498,4.61313175534293e-13,"8","ALPK1"
2.34771914621192e-17,0.610378008747652,0.533,0.335,5.06520405795221e-13,"8","ATR"
2.51171480835031e-17,0.708538578775474,0.356,0.191,5.4190246990158e-13,"8","NFIX"
2.60154535268307e-17,0.928845157064659,0.323,0.173,5.61283409841372e-13,"8","KANSL1L"
2.7845252281843e-17,0.8510924579288,0.348,0.19,6.00761317980762e-13,"8","BMAL1"
3.079019072812e-17,0.486797390116437,0.603,0.388,6.6429836495919e-13,"8","TACC1"
3.23753173011834e-17,0.59722731332277,0.504,0.309,6.98497470773032e-13,"8","LARP4"
3.26828626269152e-17,0.696158877709762,0.426,0.248,7.05132761175695e-13,"8","DNMT3A"
3.35475102798353e-17,0.312855710943127,0.889,0.741,7.23787534287446e-13,"8","SAMSN1"
3.42275618968359e-17,0.499211175582342,0.56,0.346,7.38459647924234e-13,"8","CASP4"
3.46963901135969e-17,0.500172629275611,0.578,0.363,7.48574616700852e-13,"8","WDPCP"
3.58649965084366e-17,0.853524596277105,0.309,0.159,7.7378729966952e-13,"8","TULP4"
4.31252976561951e-17,0.38673527063348,0.807,0.586,9.30428296932409e-13,"8","PTPN12"
4.49948094111632e-17,0.660995330196132,0.455,0.272,9.70763013045847e-13,"8","SERPINB6"
4.50438275333693e-17,0.541960402607205,0.566,0.363,9.71820579032442e-13,"8","SPPL2A"
5.20844002249973e-17,0.684220270030789,0.492,0.307,1.12372093485432e-12,"8","C2CD5"
5.25688046788485e-17,0.461659307282003,0.685,0.473,1.13417196094616e-12,"8","ATXN2"
5.30518664736793e-17,0.346771168960252,0.86,0.64,1.14459401916963e-12,"8","RASA2"
5.59082274330846e-17,0.422011968342217,0.636,0.446,1.2062200068688e-12,"8","TMTC2"
5.89268941508907e-17,0.411751525266861,0.79,0.587,1.27134774130547e-12,"8","FAR1"
7.79402897612635e-17,0.99870175383902,0.255,0.124,1.68156175159926e-12,"8","EAF1"
8.28317694274678e-17,0.98260658999818,0.263,0.13,1.78709542539762e-12,"8","HACD2"
8.34403002601921e-17,0.545000096706503,0.556,0.353,1.80022447811364e-12,"8","RABGAP1"
9.97322663847232e-17,0.76628557094755,0.331,0.177,2.1517236472504e-12,"8","TUBA1A"
1.05234508173864e-16,0.547550313892762,0.562,0.36,2.27043451385112e-12,"8","SESTD1"
1.37971187959218e-16,0.852855670855117,0.311,0.163,2.97672838022014e-12,"8","C3AR1"
1.58635057115657e-16,0.303929787120924,0.938,0.78,3.42255135727031e-12,"8","XIST"
1.82713297814658e-16,0.890685308917383,0.337,0.187,3.94203940035125e-12,"8","CDYL2"
1.85286223689678e-16,0.426054920843759,0.743,0.523,3.99755027610481e-12,"8","ITFG1"
1.8538612832864e-16,0.524252466042991,0.572,0.374,3.99970571869041e-12,"8","ANO6"
1.89232314707892e-16,0.495209884998069,0.619,0.416,4.08268718982276e-12,"8","CCNL1"
2.26882277871535e-16,0.517538113175432,0.519,0.321,4.89498514507838e-12,"8","SLA"
2.27708944765453e-16,0.563630932048716,0.591,0.39,4.91282048331464e-12,"8","PTPN2"
2.34000074091311e-16,0.402323242559287,0.761,0.534,5.04855159852004e-12,"8","FBXO11"
2.35931674722265e-16,0.681917113771222,0.434,0.259,5.09022588213287e-12,"8","IFNGR2"
2.44576679885971e-16,0.784219988560086,0.362,0.204,5.27674186853983e-12,"8","LINC01278"
3.06687246648834e-16,0.979620049474027,0.257,0.127,6.6167773464486e-12,"8","CPVL"
3.47472741846439e-16,0.346678825679276,0.866,0.726,7.49672440533693e-12,"8","APLP2"
3.66087914516765e-16,0.666528316669199,0.451,0.275,7.89834675569921e-12,"8","DCP1A"
4.04744993345369e-16,0.790434800336923,0.327,0.178,8.73237323142633e-12,"8","FDX1"
4.47542939356331e-16,0.842370317317213,0.329,0.18,9.65573891661284e-12,"8","SLC17A5"
5.01535643196392e-16,0.760412357353659,0.261,0.129,1.08206315019622e-11,"8","PPFIBP1"
8.38224532687634e-16,0.373794122958382,0.8,0.593,1.80846942927357e-11,"8","RSF1"
8.96596665579299e-16,0.39198974867723,0.763,0.558,1.93440730598734e-11,"8","NCOA1"
9.60855525482532e-16,0.823863585509279,0.325,0.178,2.07304579622856e-11,"8","EXT2"
1.12698043872526e-15,0.519816647410561,0.553,0.355,2.43146029654975e-11,"8","ARMC8"
1.3037823844198e-15,0.682177972241419,0.409,0.243,2.81291049438572e-11,"8","PPT1"
1.60125487063025e-15,0.874216991430206,0.305,0.165,3.45470738338476e-11,"8","MTMR2"
1.68559930280766e-15,0.390147195110939,0.718,0.497,3.63668049580753e-11,"8","SPI1"
1.8064527403036e-15,0.615681932141658,0.461,0.287,3.89742178720503e-11,"8","GPATCH2"
1.84019021030137e-15,0.316884337295355,0.942,0.828,3.9702103787252e-11,"8","GRB2"
2.01242985798818e-15,0.36936510153443,0.737,0.511,4.34181741860949e-11,"8","WSB1"
2.2571929497947e-15,0.480530131432189,0.601,0.397,4.86989378918205e-11,"8","SENP5"
2.30647120151656e-15,0.872805091886353,0.329,0.185,4.97621161727197e-11,"8","TPST2"
2.73560153779544e-15,0.744722233670923,0.405,0.248,5.90206031779367e-11,"8","CREG1"
2.75989225025762e-15,0.466462152920741,0.667,0.464,5.95446752993081e-11,"8","M6PR"
2.99672545226236e-15,0.592485241426847,0.506,0.328,6.46543516325603e-11,"8","CBFA2T2"
3.10259069981888e-15,0.658238514681706,0.409,0.244,6.69383943485924e-11,"8","GPR107"
3.44669456443397e-15,0.332569107748487,0.85,0.651,7.4362435227663e-11,"8","TET2"
3.54152794460505e-15,0.460805455542738,0.656,0.452,7.6408465404854e-11,"8","RNF38"
3.58452268543189e-15,0.60203705276835,0.461,0.286,7.7336076938193e-11,"8","CNTLN"
3.59000122255786e-15,0.558208942403813,0.64,0.454,7.74542763766859e-11,"8","LITAF"
3.60550187754502e-15,0.506330558045728,0.562,0.37,7.77887030080337e-11,"8","SNX13"
3.81198963759145e-15,0.401106019518843,0.619,0.417,8.22436764310356e-11,"8","NRIP1"
4.21280680455469e-15,0.676332316958777,0.403,0.241,9.08913068082674e-11,"8","DDB2"
4.99650724507168e-15,0.621030817447549,0.428,0.26,1.07799643812421e-10,"8","BTBD10"
5.51828592699325e-15,0.658815111545602,0.407,0.243,1.19057018874879e-10,"8","SCAMP2"
5.60823071224444e-15,0.745485442341383,0.36,0.208,1.20997577616674e-10,"8","SLC43A3"
5.95406819825329e-15,0.783859138295136,0.276,0.142,1.28459021377315e-10,"8","TUBB6"
6.33302532259346e-15,0.830967990998113,0.321,0.18,1.36635021334954e-10,"8","MPZL1"
7.6223449404034e-15,0.382700643416869,0.745,0.534,1.64452092089203e-10,"8","KMT2A"
9.3376070253326e-15,0.458257786066892,0.527,0.337,2.01458871571551e-10,"8","SLC12A6"
1.07643923374139e-14,0.437780397273963,0.64,0.434,2.32241764679704e-10,"8","WDR70"
1.08678380441356e-14,0.419646824340114,0.673,0.469,2.34473605802227e-10,"8","MRTFA"
1.21308233051432e-14,0.592706056256419,0.385,0.222,2.61722512808464e-10,"8","CTSH"
1.3934350451597e-14,0.487260474158215,0.572,0.377,3.00633610993205e-10,"8","HTT"
1.40560524426471e-14,0.456622768802083,0.652,0.458,3.03259331450111e-10,"8","CMTM6"
1.46294834584846e-14,0.555779222367163,0.525,0.346,3.15631105616805e-10,"8","GARS1-DT"
1.53593700405146e-14,0.786336883084401,0.329,0.187,3.31378408624103e-10,"8","RUSC2"
1.5650109125474e-14,0.374827220912379,0.628,0.42,3.37651104382101e-10,"8","PRMT2"
1.73642994491997e-14,0.793935003184407,0.403,0.253,3.74634760616485e-10,"8","DENND3"
1.76123065456999e-14,0.792632921329028,0.307,0.168,3.79985513723475e-10,"8","FBP1"
2.01585283849879e-14,0.892683196848941,0.255,0.131,4.34920249906115e-10,"8","PEPD"
