"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"KEGG_FOCAL_ADHESION","KEGG_FOCAL_ADHESION","KEGG_FOCAL_ADHESION",150,0.688987898375876,2.05613810640652,1.27016820795286e-09,6.41434945016194e-07,5.93636509822179e-07,1042,"tags=24%, list=7%, signal=22%","EGFR/COL3A1/COL1A1/COL4A2/VEGFC/COL1A2/THBS2/CAV1/ACTN2/LAMA1/FN1/ITGA11/COL4A1/COL5A1/LAMA4/COL6A1/COL6A2/TNC/CAV2/MYL9/MET/MYLK/ITGA2/PARVA/COL5A2/THBS1/VEGFA/LAMB1/LAMB3/IGF1/PDGFA/ITGB7/ITGA1/ITGA3/LAMA2/ITGB3"
"KEGG_ECM_RECEPTOR_INTERACTION","KEGG_ECM_RECEPTOR_INTERACTION","KEGG_ECM_RECEPTOR_INTERACTION",54,0.775579342546343,1.97245508926957,6.59116515979685e-07,0.000166426920284871,0.000154025122681569,1065,"tags=48%, list=8%, signal=45%","COL3A1/COL1A1/COL4A2/COL1A2/THBS2/LAMA1/FN1/ITGA11/COL4A1/COL5A1/LAMA4/COL6A1/COL6A2/TNC/ITGA2/COL5A2/THBS1/LAMB1/LAMB3/SDC4/ITGB7/ITGA1/ITGA3/LAMA2/ITGB3/HSPG2"
"KEGG_PATHWAYS_IN_CANCER","KEGG_PATHWAYS_IN_CANCER","KEGG_PATHWAYS_IN_CANCER",246,0.499627714746476,1.5693204581253,8.48948241975885e-05,0.0142906287399274,0.0132257199802559,1160,"tags=14%, list=8%, signal=13%","EGFR/FGF5/COL4A2/VEGFC/MMP1/LAMA1/FN1/FGF2/COL4A1/FZD4/TGFB2/LAMA4/ARNT2/NKX3-1/MET/ITGA2/WNT5B/CXCL8/RUNX1T1/WNT5A/PTGS2/VEGFA/LAMB1/LAMB3/MECOM/IGF1/PDGFA/HIF1A/FGF11/IL6/TGFA/ITGA3/LAMA2/CDKN1B/TRAF4"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",155,0.546477337156833,1.63282919443293,0.000221944496888944,0.0280204927322291,0.0259324622680766,1042,"tags=14%, list=7%, signal=13%","EGFR/FGF5/PFN2/ACTN2/FN1/FGF2/ITGA11/ARHGEF4/MYL9/MYLK/ITGA2/NCKAP1/F2R/PDGFA/FGF11/ITGB7/ITGA1/IQGAP3/CFL2/ITGA3/ITGB3"
"KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY",44,0.719543802090323,1.78263556004143,0.000445715065679619,0.0450172216336416,0.0416626292972107,772,"tags=27%, list=6%, signal=26%","EGFR/FGF5/GDNF/BDNF/VEGFC/FGF2/EFNA5/MET/VEGFA/AREG/IGF1/PDGFA"
