"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MPO",0,-4.2068202181775,0.308,0.82,0
"KCNQ5",0,-3.17844836526753,0.194,0.696,0
"PRTN3",0,-4.25616496229012,0.144,0.598,0
"CSTB",0,2.38043344696124,0.866,0.458,0
"TYROBP",0,1.96247931814038,0.821,0.444,0
"S100A11",0,2.03808671682057,0.835,0.487,0
"B2M",0,1.82732986998513,0.972,0.956,0
"FTH1",0,2.57681318860792,1,1,0
"FTL",0,1.70926322056481,1,1,0
"S100A10",2.38667919674744e-303,2.19718307416585,0.759,0.357,5.14926036698261e-299
"S100A6",2.21478640298121e-302,1.77040699137223,0.87,0.563,4.77840166443197e-298
"MT1G",5.48058369969564e-292,1.63166981682104,0.938,0.695,1.18243593320933e-287
"PDE4D",2.46474490497939e-289,-2.33621905584208,0.323,0.742,5.31768713249304e-285
"GPX1",9.70676472030784e-286,1.49138310031057,0.926,0.71,2.09423448840642e-281
"CHST11",3.42993800075929e-284,-1.29560792779324,0.884,0.975,7.40009123663817e-280
"TALAM1",4.68302018601321e-283,1.56143412889041,0.931,0.597,1.01036160513235e-278
"AIF1",6.77363142894269e-276,1.78723265256369,0.81,0.478,1.46141098079438e-271
"LGALS3",9.16335379456815e-271,2.76611675848901,0.609,0.199,1.97699358117808e-266
"B4GALT5",4.77902808233677e-261,-2.09286308760168,0.373,0.756,1.03107530876416e-256
"FCER1G",1.1228310396584e-259,1.92380587291844,0.763,0.39,2.42250796806299e-255
"ELANE",1.02268521678704e-249,-3.49911334448401,0.122,0.506,2.20644335521804e-245
"RALGAPA2",5.96242356333898e-244,-1.62697122263457,0.45,0.799,1.28639288379038e-239
"CCL2",3.76038208492407e-238,1.54714902162507,0.871,0.596,8.11302434822369e-234
"PLCB1",5.31575178580858e-233,-2.43209636440924,0.176,0.564,1.1468734477882e-228
"MT1H",1.93984621237553e-231,1.62066552286667,0.816,0.487,4.18521820320021e-227
"ITM2B",1.28753833556978e-229,1.53964596575093,0.878,0.633,2.77786395899179e-225
"SPN",2.63631079479296e-229,-2.04747566581787,0.25,0.627,5.68784053976581e-225
"SRP14",4.4026915501708e-226,1.72160661406519,0.723,0.384,9.4988070194935e-222
"MIR924HG",2.97056899272183e-225,-3.62745600144626,0.04,0.381,6.40900260179735e-221
"MKI67",3.53146647797056e-225,-2.52671539729066,0.063,0.43,7.61913892622148e-221
"SLC39A11",4.59040342242108e-225,-1.36765414237446,0.778,0.926,9.90379538387349e-221
"CTSC",1.97748623645045e-223,1.26615662683047,0.98,0.896,4.26642655514185e-219
"VIM",7.36977006247115e-222,1.61078843051193,0.896,0.752,1.59002789097815e-217
"SH3BGRL3",1.49378056764257e-221,1.67057634330406,0.763,0.455,3.22283157468884e-217
"DAB2",1.17392165304937e-218,1.27393041100486,0.852,0.5,2.53273596645402e-214
"IFI30",2.05148757458287e-218,2.42831287143533,0.767,0.435,4.42608444216254e-214
"SRGN",8.6049860956319e-213,-1.2469566771464,0.85,0.961,1.85652575013258e-208
"DIAPH3",3.46922249702464e-212,-2.79102265785069,0.062,0.407,7.48484753733067e-208
"CST3",4.58868932701418e-211,2.05367075314295,0.793,0.495,9.9000972230331e-207
"MT-ND5",1.67635470726775e-210,-1.15174695454162,0.897,0.966,3.61673528093018e-206
"MRC1",1.37001305250877e-207,1.07064675923605,0.95,0.784,2.95580316078768e-203
"MED13L",8.76478950476463e-207,-0.863015931463291,0.888,0.963,1.89100333565297e-202
"RRM2",1.37382320033253e-205,-2.911498108538,0.055,0.388,2.96402355471744e-201
"IGSF6",6.25948611434443e-205,2.13171870552275,0.693,0.33,1.35048412916981e-200
"CUX1",1.08229891621854e-203,-1.08432417094944,0.762,0.91,2.33505991174151e-199
"S100A4",1.70148903240879e-203,1.41455283959427,0.862,0.658,3.67096258742196e-199
"ARHGAP15",4.77454940798978e-203,-0.951536073027079,0.921,0.981,1.03010903477379e-198
"CTSL",1.01492511132644e-197,1.88502606945641,0.801,0.483,2.18970092768679e-193
"MT-ND3",7.51726368395631e-197,-0.983184377477507,0.888,0.966,1.62184963981357e-192
"IGF1R",6.53358025283533e-194,-2.17851580395526,0.187,0.535,1.40961993954922e-189
"EIF3A",3.39887612702654e-193,-1.39108571091022,0.531,0.788,7.33307524405976e-189
"CDK14",5.78222647039552e-193,-1.65587777784779,0.282,0.648,1.24751536098783e-188
"MCTP2",1.42704909821557e-191,-1.36447181986888,0.309,0.691,3.07885842940008e-187
"FUCA1",1.98367592076424e-190,1.66578355165535,0.705,0.343,4.27978079904885e-186
"PRKDC",1.40381309944447e-189,-1.74084662803204,0.359,0.669,3.02872676205144e-185
"HLA-DPA1",7.96776234572685e-189,2.35516638104179,0.564,0.226,1.71904472609057e-184
"MALAT1",1.18309225213868e-188,0.871917793697672,1,1,2.55252153398921e-184
"HLA-DPB1",1.03000671054821e-182,1.84862907970574,0.6,0.25,2.22223947800776e-178
"FAM107B",1.5510792072295e-181,-1.45280263906444,0.489,0.769,3.34645338959764e-177
"NSD2",2.37137956788434e-181,-1.86226132077107,0.247,0.577,5.11625141771047e-177
"BAZ1A",1.18812133175661e-180,-1.21411709146347,0.635,0.842,2.5633717732649e-176
"CENPF",1.822427539591e-179,-2.32746230112815,0.068,0.38,3.93188741666759e-175
"HELLS",2.68294374965571e-179,-2.65882415792544,0.077,0.389,5.78845113988219e-175
"MARCO",3.82812066132836e-179,1.5504664738196,0.677,0.3,8.25917032681594e-175
"NPC2",5.38299566006585e-179,1.80076527027676,0.633,0.319,1.16138131365921e-174
"CALM1",2.10291038679807e-177,1.33077224863126,0.855,0.704,4.53702915951683e-173
"FAF1",3.87834945157097e-177,-1.18442020562982,0.601,0.82,8.36753894176436e-173
"POLQ",9.7760981874847e-176,-2.62653067127886,0.079,0.387,2.10919318394982e-171
"P2RY8",4.01748368881366e-175,-2.24178461847627,0.159,0.483,8.66772105861548e-171
"CD63",1.61627471664066e-172,1.35560022503005,0.861,0.726,3.48711270115221e-168
"F13A1",3.5250501882809e-172,1.11867368462511,0.786,0.443,7.60529578121603e-168
"LGALS1",1.25942940169914e-171,1.44404098498631,0.729,0.443,2.7172189341659e-167
"SPIDR",2.09943851572584e-169,-0.935848486280827,0.727,0.898,4.52953859767849e-165
"LYST",1.17996614430954e-168,-1.27741970259159,0.641,0.824,2.54577695634784e-164
"PLAC8",1.08068215099572e-167,-1.70728348876463,0.192,0.533,2.33157174077327e-163
"GPNMB",1.60274876551028e-166,1.21292107080721,0.752,0.411,3.45793046158843e-162
"SND1",7.44057474917857e-166,-1.35897726786084,0.455,0.734,1.60530400213528e-161
"ETV6",2.06901250484931e-165,-0.834137469408091,0.878,0.957,4.46389447921239e-161
"TOP2A",5.36233981566362e-165,-2.12054947291075,0.064,0.361,1.15692481522943e-160
"GAPDH",3.90488813353847e-164,1.11065718546379,0.908,0.873,8.42479614810926e-160
"UBC",7.01725532001035e-164,1.30671335410714,0.743,0.466,1.51397283529223e-159
"RPS13",9.60515839837505e-163,1.18829733854262,0.864,0.67,2.07231292444942e-158
"ATAD2",3.14280663207091e-161,-1.9635896066745,0.158,0.472,6.780605308693e-157
"AZU1",8.76999780437515e-161,-1.79536924144448,0.161,0.484,1.89212702629394e-156
"CTSS",3.77495990697297e-160,1.4636462360024,0.791,0.524,8.14447599929419e-156
"ARPC5",7.21850563246203e-160,1.09348406247105,0.875,0.715,1.55739259020368e-155
"INPP5A",9.11694102207231e-160,-1.98187515226429,0.163,0.482,1.9669800255121e-155
"GNAQ",1.02987703501673e-159,-0.742518056803669,0.929,0.976,2.22195970304859e-155
"SPP1",1.29130863657914e-159,1.28309589597329,0.998,0.996,2.78599838341949e-155
"MCU",1.51497913735687e-159,-1.44369616868578,0.552,0.784,3.26856748884745e-155
"LMNB1",1.60694190142578e-158,-2.19903824576202,0.115,0.419,3.46697715232613e-154
"ARID1A",3.18445984432668e-158,-1.26190979686573,0.402,0.706,6.87047211413482e-154
"MT-ND4L",1.24729285624269e-157,-0.922421848763484,0.799,0.92,2.69103433734359e-153
"CD163",1.66840250820765e-157,1.10671608229013,0.721,0.361,3.59957841145801e-153
"JARID2",4.62853062002627e-157,-1.04950451556803,0.652,0.838,9.98605481270668e-153
"CD14",4.98675803580139e-157,1.92349480845911,0.743,0.463,1.07589304622415e-152
"LINC01572",5.36995227380479e-157,-2.1286991477895,0.152,0.456,1.15856720307338e-152
"GABARAP",6.6447048927156e-157,1.35744855178459,0.708,0.44,1.43359508060339e-152
"GALNT14",7.82048894079922e-157,-3.4595385446958,0.038,0.295,1.68727048897743e-152
"JAKMIP2",1.30045828689567e-156,1.00450331647102,0.674,0.291,2.80573875397741e-152
"CAST",1.42563569604392e-156,1.11695812398407,0.788,0.477,3.07580901421476e-152
"SLCO2B1",2.39631640975353e-156,0.824265327032131,0.705,0.283,5.17005265404324e-152
"DENND1A",3.2778089745705e-156,-1.0177020746101,0.695,0.87,7.07187286263585e-152
"SQSTM1",3.58297162733855e-156,1.33473963509786,0.744,0.458,7.73026128598292e-152
"HLA-DRB1",8.70303613610817e-156,2.08917411576444,0.704,0.43,1.87768004636534e-151
"ARL6IP5",2.05266048483647e-154,1.17597032393552,0.812,0.566,4.42861499603469e-150
"MBNL1",6.34145576549779e-154,-0.583241314017854,0.991,0.998,1.36816908140615e-149
"PRAM1",3.06029784457166e-153,-2.04718856101195,0.16,0.462,6.60259259966335e-149
"ADK",2.02379965995156e-151,-0.792105224122585,0.872,0.951,4.36634776634548e-147
"MYL12A",3.95073153781606e-151,1.71236101582568,0.566,0.267,8.52370329283814e-147
"PRDX1",5.94710915370842e-151,1.61558010631848,0.628,0.338,1.28308879991259e-146
"CLEC7A",7.52748830068134e-151,1.10698392822477,0.697,0.34,1.624055600872e-146
"NUPR1",1.24116796953635e-150,1.70862304846146,0.598,0.294,2.67781989427469e-146
"NRP1",2.60735764118952e-150,0.679755632323183,0.851,0.47,5.62537411086639e-146
"AFF2",1.14975226708568e-149,-2.50509136224592,0.107,0.392,2.48059051623736e-145
"BRI3",4.15085069456061e-149,1.17074315769662,0.775,0.502,8.95546037351451e-145
"TPT1",4.44307313300672e-149,1.03970567933423,0.966,0.96,9.585930284462e-145
"MSR1",5.55076297802155e-149,1.13803590130418,0.62,0.266,1.19757711250815e-144
"MAPK14",3.88020958258699e-148,-1.09223521440863,0.655,0.846,8.37155217443144e-144
"SGK1",1.29115878061185e-147,1.29819111046952,0.624,0.287,2.78567506917006e-143
"CD74",3.26981266592539e-147,1.65346732677211,0.813,0.597,7.05462082673404e-143
"NUP210",4.2903865003551e-146,-1.99910446371662,0.155,0.447,9.25650887451612e-142
"FNDC3B",5.78672087932765e-146,-0.740534941082398,0.95,0.979,1.24848502971494e-141
"CCL13",8.45751543018016e-146,2.06779174758195,0.546,0.25,1.82470895406137e-141
"RBL1",9.58411593204351e-146,-2.03099099527098,0.153,0.445,2.06777301233839e-141
"COLEC12",1.22673520658799e-145,0.774236893223355,0.715,0.339,2.64668120821358e-141
"MT-CO3",2.45092654559037e-145,-0.749614974646371,1,1,5.28787402211122e-141
"FANCA",1.07197844171743e-143,-3.08413275007904,0.042,0.289,2.31279348800537e-139
"DOCK4",1.94275234896991e-143,0.713143880278311,0.747,0.349,4.19148819290259e-139
"SLCO3A1",6.35894250634785e-143,-1.15639724222377,0.456,0.741,1.37194184574455e-138
"MSRB3",7.25539068057116e-143,-2.32026082226434,0.112,0.389,1.56535053933323e-138
"C1QA",2.85630424526889e-142,1.87031806433561,0.616,0.328,6.16247640916764e-138
"STXBP5",2.39751864967357e-141,-1.19286159991239,0.67,0.832,5.17264648667072e-137
"CCDC26",8.50071899406832e-141,-1.99892234973616,0.218,0.514,1.83403012297024e-136
"BRIP1",2.00823636759058e-140,-2.43947004623909,0.076,0.341,4.33276996307667e-136
"ATP8B4",2.96845512512764e-140,-0.777241779955586,0.937,0.97,6.40444193246289e-136
"IPCEF1",3.39345319687307e-139,-1.75359794784105,0.207,0.502,7.32137527225366e-135
"MT-ND1",3.40551576547563e-138,-0.904177950431551,0.921,0.963,7.34740026401368e-134
"TMSB10",4.87096802001299e-137,0.94437515247631,0.934,0.89,1.0509113503178e-132
"APP",1.77550109537492e-136,-1.80133272664223,0.258,0.533,3.83064361327139e-132
"ENSG00000290886",1.99654126197599e-136,-2.6881305219813,0.069,0.322,4.30753777271321e-132
"COX4I1",8.1124455677954e-136,1.20260071027787,0.721,0.468,1.75026013125186e-131
"MCM4",1.17443757397263e-135,-2.81423367177026,0.06,0.307,2.53384906584595e-131
"ENSG00000290928",1.60422133838164e-135,-1.32679284290652,0.335,0.625,3.46110753755838e-131
"POLA1",6.27775512012897e-135,-1.93028077089285,0.189,0.469,1.35442566716782e-130
"RPL10",7.87610124315906e-135,1.39209370021899,0.855,0.706,1.69926884321157e-130
"PTMA",8.85910847846545e-135,-1.0735766322005,0.872,0.95,1.91135265422892e-130
"KPNB1",1.09296911928831e-134,-1.39205511020443,0.372,0.634,2.35808087486452e-130
"TPX2",8.65512825929713e-134,-2.21655017665713,0.062,0.314,1.86734392194335e-129
"GPI",2.64190808049649e-133,-1.4673591160823,0.327,0.598,5.69991668367118e-129
"UBB",6.75163522709654e-133,1.8196467360353,0.497,0.229,1.45666530024608e-128
"ANLN",1.15537930103608e-132,-2.99025464496311,0.037,0.267,2.49273084198535e-128
"MYL6",7.49754996443896e-132,1.00108791210368,0.877,0.76,1.61759640482771e-127
"PRKCB",9.49134709801825e-132,-0.919930546870043,0.708,0.862,2.04775813639744e-127
"SNX6",1.15353271237798e-131,1.04061969235118,0.783,0.52,2.48874682695548e-127
"ASH1L",1.15740034852157e-131,-0.746351628956969,0.763,0.902,2.4970912519353e-127
"MYO1E",1.52919872485023e-131,0.795666227559499,0.673,0.302,3.29924624886437e-127
"RPL30",4.16780165126346e-131,1.30199002666646,0.827,0.637,8.99203206260092e-127
"ELMO1",1.19903381761437e-130,-0.741223914028849,0.88,0.951,2.586915461503e-126
"CELF2",3.69544792651354e-130,-0.68093645235013,0.879,0.951,7.97292890145297e-126
"MS4A7",6.14036014465199e-130,1.4422449569134,0.547,0.248,1.32478270120867e-125
"RUNX1",3.25712484715032e-129,-0.783299326747243,0.859,0.95,7.02724685772682e-125
"CD59",2.1619536655498e-128,1.52219996561251,0.601,0.325,4.6644150334237e-124
"SMC1A",3.2922881114834e-128,-1.64871868869318,0.238,0.511,7.10311160052543e-124
"CDKAL1",9.9807503137651e-128,-1.0704786234494,0.495,0.739,2.15334688019482e-123
"CTSB",3.05086177687441e-127,0.77864602634625,0.93,0.81,6.58223428360654e-123
"RNF24",3.2105236091152e-127,-1.26892912811092,0.276,0.58,6.92670468666604e-123
"DIAPH2",1.75728183777115e-126,-0.750880895988586,0.859,0.925,3.79133556499125e-122
"PLA2G7",1.89692630142613e-126,1.08725534065571,0.592,0.264,4.09261849532687e-122
"MT-ATP6",1.99770805723435e-126,-0.710717017525309,0.982,0.992,4.31005513348312e-122
"H3-3A",2.50308008686356e-126,1.10392984584313,0.762,0.554,5.40039528740813e-122
"DACH1",4.07182291511856e-126,-1.49830464251035,0.229,0.523,8.78495793936829e-122
"CLIC1",7.43782557253638e-126,1.24519655455042,0.682,0.445,1.60471086727472e-121
"FANCI",1.04753297501097e-125,-2.11083739691814,0.077,0.327,2.26005239358616e-121
"SDCBP",5.30745933031789e-125,1.16291765568217,0.718,0.452,1.14508435051608e-120
"ALOX5AP",1.07864770096023e-124,1.59743457551188,0.564,0.292,2.32718241482171e-120
"CLSPN",1.18375006364969e-124,-2.58256877342645,0.044,0.271,2.5539407623242e-120
"ANKRD11",2.45494734754715e-124,-0.991791105034605,0.523,0.763,5.29654890233299e-120
"ZFAND3",5.18723695224175e-124,-0.61652093042859,0.915,0.97,1.11914637244616e-119
"TSPOAP1",7.10712585660709e-124,-4.21459148836409,0.016,0.213,1.53336240356298e-119
"HLA-DRA",1.19151653201093e-123,1.47570273540479,0.774,0.587,2.57069691781358e-119
"SPTBN1",1.32089952594508e-123,-2.18148176865402,0.088,0.339,2.84984072722651e-119
"SNX2",1.43020232310688e-123,0.994621488675371,0.732,0.444,3.08566151210309e-119
"SMARCC1",4.74392400078808e-123,-1.13431087565526,0.422,0.676,1.02350160317003e-118
"NEIL3",1.84638319346662e-122,-2.71301658307474,0.035,0.252,3.98357173990424e-118
"CAPG",3.82198986295901e-122,1.58554890546082,0.536,0.275,8.24594312933407e-118
"FRMD4B",4.8010166156844e-122,0.726609072482036,0.795,0.451,1.03581933483391e-117
"CD68",5.41404189040341e-122,1.41537195578971,0.649,0.392,1.16807953785454e-117
"ASPM",1.36285144999825e-121,-2.10462802992312,0.044,0.27,2.94035200337123e-117
"MMP9",2.16775717164757e-121,1.01255128680857,0.738,0.453,4.67693609782963e-117
"CTBP2",4.08205049378281e-121,-1.21961038115051,0.361,0.635,8.80702394033641e-117
"BRCA1",1.03937881608361e-120,-2.26919982428879,0.096,0.341,2.2424597957004e-116
"NPL",1.12643481934938e-120,0.864496032514262,0.675,0.344,2.4302831227463e-116
"ARHGAP18",1.78770532040595e-120,0.749046383826995,0.806,0.478,3.85697422877583e-116
"PTK2B",5.22455744891763e-120,-1.19417833422885,0.342,0.624,1.12719826960398e-115
"IFNGR1",5.12444623561038e-119,1.2415089037114,0.64,0.362,1.10559927533294e-114
"ATAD5",5.91869537184148e-119,-2.06516955651793,0.109,0.358,1.2769585264748e-114
"MYB",1.15054371581875e-118,-1.56418640515043,0.152,0.426,2.48229806687895e-114
"LRMDA",1.44883572270567e-118,-0.726105237007357,0.924,0.961,3.12586307173749e-114
"CIT",4.38934729869681e-118,-2.79240818402309,0.043,0.259,9.47001679693836e-114
"TBL1X",6.15382192048829e-118,-1.42473593959993,0.276,0.553,1.32768707934535e-113
"TXNIP",9.66497337826441e-118,0.845799023891266,0.873,0.683,2.08521800636055e-113
"KIF15",1.2730394735521e-117,-2.65658067734681,0.033,0.241,2.74658266418865e-113
"CERS6",1.11137988183096e-116,-0.887397106553588,0.692,0.83,2.39780209505029e-112
"SPRED1",1.30711966524925e-116,0.6514872522871,0.752,0.414,2.82011067777525e-112
"MIR142HG",6.30862967026506e-116,-1.80647474760472,0.148,0.405,1.36108685135969e-111
"TXN",7.95782055712787e-116,1.40341077493652,0.578,0.32,1.71689978520034e-111
"KIF11",9.13885606631512e-116,-2.45118503863169,0.053,0.274,1.97170819630749e-111
"ASAH1",1.08869907417314e-115,1.22013321528656,0.653,0.39,2.34886825252855e-111
"MT-CO2",1.61353583798618e-115,-0.538227204020131,0.998,1,3.48120357045518e-111
"HMGB2",1.78863612488665e-115,-1.34783470641272,0.287,0.551,3.85898243944295e-111
"NCAPG2",2.51106372703422e-115,-2.01364543771295,0.093,0.335,5.41761999107632e-111
"PCLAF",2.72409044904644e-115,-2.46872727937906,0.045,0.26,5.87722514381769e-111
"CXCL5",5.19868177038518e-115,1.32382060366468,0.879,0.753,1.1216155919606e-110
"RIF1",3.86155108961707e-114,-1.45312746555749,0.271,0.529,8.33129647584882e-110
"ACSM3",4.76592224848461e-114,-1.45039399216405,0.138,0.407,1.02824772511055e-109
"HNRNPC",6.01621310393402e-114,-0.748069944017309,0.738,0.855,1.29799797717376e-109
"BPI",7.5254873493126e-114,-2.20203782942131,0.074,0.305,1.62362389561419e-109
"FMN1",6.6167021892012e-113,0.895525388780378,0.605,0.273,1.42755349732016e-108
"XIST",8.19732917938774e-113,-0.608383554153468,0.844,0.932,1.7685737704529e-108
"ARPC3",1.32837240915056e-112,1.14467602699694,0.678,0.44,2.86596347274233e-108
"BUB1B",1.45557715689243e-112,-2.88585080946999,0.038,0.243,3.14040771599541e-108
"FCHO2",2.04335651495393e-112,0.893831066684455,0.654,0.341,4.4085416810131e-108
"SERF2",2.23431233812292e-112,0.874136683150485,0.867,0.779,4.82052886950019e-108
"DTL",3.32416870938602e-112,-2.93827427625001,0.029,0.226,7.17189399050034e-108
"EZH2",5.00266724860197e-112,-1.81693050315716,0.138,0.387,1.07932545888587e-107
"ARHGEF18",5.3192306895912e-111,-1.52387565588377,0.246,0.503,1.1476240212793e-106
"HLA-DQB1",4.55691022718888e-110,1.43534187614433,0.548,0.285,9.83153381516002e-106
"CMSS1",5.00821709582277e-110,-1.69666838916711,0.228,0.478,1.08052283842376e-105
"ANXA5",5.51421482334092e-110,1.33574020151283,0.645,0.412,1.1896918481358e-105
"ERG",6.07463147783527e-110,-4.00538847210855,0.013,0.188,1.31060174134296e-105
"DOCK2",2.39199205026633e-109,-0.607614437565733,0.896,0.942,5.16072284844961e-105
"TAOK3",3.85764736908996e-109,-0.59167850233254,0.909,0.949,8.3228741988116e-105
"RPL29",1.10549931153003e-108,1.08172574128309,0.803,0.628,2.38511476462604e-104
"TESC",2.29407486615497e-108,-1.4930274494166,0.23,0.49,4.94946652372934e-104
"PKP4",3.23840526879193e-108,-1.52638853649416,0.221,0.476,6.98685936741859e-104
"ANKRD33B",4.11758204737525e-108,-3.05847822089981,0.025,0.212,8.88368326721211e-104
"RPL15",5.91897340543578e-108,0.975815802745265,0.813,0.648,1.27701851222277e-103
"SRPK1",9.89689596469004e-108,-1.41636865799947,0.298,0.546,2.13525530438188e-103
"PRR13",1.66009823832163e-107,1.06146636410324,0.699,0.483,3.58166194917891e-103
"PRKCA",5.33465427379802e-107,-0.949660901696113,0.679,0.821,1.15095165957192e-102
"NACA",1.9570903613786e-106,1.16528886517918,0.727,0.513,4.22242245467434e-102
"CENPK",2.61605047253933e-106,-2.05251014940375,0.089,0.317,5.64412889450361e-102
"ARID1B",2.6682550416762e-106,-0.757497443671371,0.74,0.859,5.75676025241639e-102
"ACTN4",3.66097162909976e-106,-1.2790038916173,0.309,0.561,7.89854628978273e-102
"PXK",4.46852193213102e-106,-1.12693012977073,0.405,0.649,9.64083606857267e-102
"KNTC1",4.68709855788305e-106,-2.13036543019217,0.092,0.318,1.01124151386327e-101
"TMSB4X",6.40686345745599e-106,0.755074927824209,0.992,0.983,1.38228079094613e-101
"GSTO1",6.92489559644435e-106,1.26545613141389,0.594,0.351,1.49404622493287e-101
"ZMAT3",2.01330472850061e-105,0.962099904458048,0.615,0.318,4.34370495174007e-101
"ANP32B",2.10913179845808e-105,-1.14213659220693,0.362,0.606,4.55045185517331e-101
"KCNAB2",2.17198104416089e-105,-1.00087204431081,0.437,0.683,4.68604910277713e-101
"GPHN",2.52436129462681e-105,-1.7760725366481,0.187,0.428,5.44630949315734e-101
"EXOSC6",5.12549425910631e-105,-8.97989664635841,0,0.15,1.10582538640219e-100
"NR6A1",5.63372715360596e-105,-1.32873254362174,0.317,0.57,1.21547663339049e-100
"DEPDC1B",8.03869200873646e-105,-2.74034507907413,0.036,0.229,1.73434780088489e-100
"TNFAIP8",8.93573935643287e-105,-0.806832647339881,0.837,0.885,1.92788576615039e-100
"P4HB",2.04841348297852e-104,-1.37445188443537,0.378,0.6,4.41945208952616e-100
"NOCT",5.49518673103152e-104,-2.0549413349879,0.11,0.338,1.18558653722005e-99
"MS4A4A",5.80779034374286e-104,1.73348009189998,0.423,0.184,1.25303076666252e-99
"FLI1",1.30067278491944e-103,-0.727015569797117,0.736,0.871,2.80620153346369e-99
"KNL1",2.98875232933028e-103,-2.32657868443108,0.056,0.261,6.44823315053008e-99
"PIM1",4.09036444580519e-103,-1.0565222422472,0.473,0.699,8.82496129182469e-99
"PDS5B",1.14870436343628e-102,-1.20345526351016,0.311,0.563,2.47832966411378e-98
"PSAP",1.6678799490111e-102,1.0696782148718,0.905,0.794,3.59845098999144e-98
"KMT2C",2.06190173440119e-102,-0.621444903754588,0.812,0.908,4.44855299197057e-98
"NRP2",2.08370395149146e-102,1.04014985475992,0.507,0.219,4.49559127534282e-98
"RPL14",3.30924815326929e-102,1.03018545615035,0.833,0.675,7.1397028906785e-98
"HDAC4",4.03914425395559e-102,-1.16728287526849,0.303,0.565,8.71445372790919e-98
"NASP",5.96260643705311e-102,-1.5705753299597,0.202,0.446,1.28643233879421e-97
"ARID2",8.80481913686179e-102,-1.01237216886987,0.414,0.661,1.89963972877793e-97
"TRERF1",1.387695593866e-101,-1.31165629795673,0.338,0.575,2.99395324376589e-97
"WDHD1",1.74055965844583e-101,-2.18973811302661,0.073,0.285,3.75525746309688e-97
"VRK1",2.09716362268658e-101,-1.73524752101131,0.138,0.375,4.52463051594631e-97
"EHMT1",2.27377441790099e-101,-0.970327591856613,0.427,0.672,4.90566830662138e-97
"ANKRD17",2.62211783995046e-101,-0.681390840221982,0.799,0.898,5.65721923969312e-97
"PTBP2",2.62995009037014e-101,-1.08316874205591,0.363,0.614,5.67411731997358e-97
"FUS",2.8706803774716e-101,-1.00871692239491,0.518,0.71,6.19349291439497e-97
"IL7R",4.0421934334496e-101,1.2159756546559,0.556,0.289,8.72103233266751e-97
"BRI3BP",7.63173642617259e-101,-1.94135208917334,0.118,0.344,1.64654713394674e-96
"RAB44",1.13637853556367e-100,-2.81773563765329,0.039,0.228,2.45173669047861e-96
"NFIA",4.29941718495121e-100,-2.18623675603885,0.133,0.356,9.27599257653223e-96
"UGGT1",4.68167426792182e-100,-1.54822200709118,0.191,0.431,1.01007122330413e-95
"SMYD3",5.31661923051507e-100,-0.691577720205954,0.762,0.88,1.14706059898363e-95
"CYBB",8.07658939044854e-100,0.81264423421186,0.891,0.715,1.74252416098927e-95
"MGST3",8.63680015911807e-100,1.65228578308423,0.435,0.203,1.86338963432972e-95
"PNN",9.39597092188073e-100,-1.12312466410924,0.401,0.634,2.02718072639577e-95
"SLC7A1",9.71911920999026e-100,-2.21436189999543,0.08,0.29,2.0968999695554e-95
"NFIC",1.00377364043862e-99,-1.36005061985313,0.257,0.5,2.16564162924632e-95
"PRSS57",1.40810255788186e-99,-4.23245944868015,0.012,0.172,3.03798126863012e-95
"MMS22L",1.85471771206252e-99,-1.76829572790628,0.138,0.37,4.00155346377489e-95
"BAZ1B",6.75412544245085e-99,-1.21436535989905,0.303,0.552,1.45720256420877e-94
"DIAPH1",1.28181304248777e-98,-0.9200964053085,0.419,0.674,2.76551163916736e-94
"PDS5A",1.29905087916245e-98,-0.95516181878604,0.444,0.685,2.80270227179298e-94
"SLC9A9",1.52464116489446e-98,0.519252714188946,0.716,0.369,3.2894133132598e-94
"KDM6A",2.12022820024809e-98,-0.832039494548696,0.592,0.783,4.57439234203526e-94
"ENSG00000280441",2.26048512436207e-98,-8.92619562652516,0,0.141,4.87699665581117e-94
"CTSG",3.56798585479356e-98,-2.97321045556223,0.045,0.234,7.69792948171711e-94
"ZMYND8",7.26287776685418e-98,-0.850026125146727,0.546,0.753,1.56696587819879e-93
"SCLT1",7.88580641415902e-98,-1.21934371665589,0.324,0.571,1.70136273385481e-93
"LRP1",1.0337898369868e-97,1.00754207557926,0.541,0.257,2.23040157329902e-93
"CD84",3.72644351610766e-97,0.81116856327485,0.697,0.413,8.03980188600227e-93
"RAB27A",5.75447706431773e-97,-0.961212312031083,0.336,0.607,1.24152842662655e-92
"PIK3CB",6.06636827999265e-97,-0.824286346983099,0.635,0.792,1.30881895640841e-92
"RFLNB",1.59890962550485e-96,-0.974611136347691,0.223,0.5,3.44964751702671e-92
"SMC4",1.61010366409761e-96,-1.48324190709884,0.196,0.433,3.47379865529059e-92
"RCOR1",2.19676647457892e-96,-1.08956589291579,0.392,0.626,4.73952366890402e-92
"CENPE",2.34318428627568e-96,-2.08122488501137,0.083,0.293,5.05542009763977e-92
"CLASP1",3.18953646158067e-96,-0.982492900279871,0.406,0.648,6.88142491586029e-92
"USP48",5.01594987645049e-96,-1.09123865657389,0.359,0.596,1.08219118584419e-91
"SLC38A6",6.14409610216657e-96,0.834545537593224,0.654,0.359,1.32558873404244e-91
"ANXA2",8.115791534151e-96,0.962958849617245,0.634,0.373,1.75098202349308e-91
