"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FTH1",0,1.68317958461111,1,1,0
"MT-ND5",3.00884073319894e-305,-1.58689782615086,0.72,0.951,6.4915738818767e-301
"MT-ND4L",1.06173634935446e-289,-1.53076151283569,0.591,0.901,2.29069617373225e-285
"MT-CO1",2.17955619560134e-281,-1.07718748332005,0.995,1,4.70239249200988e-277
"SPP1",1.29813595990343e-270,-0.769215167598996,0.84,0.992,2.80072833349165e-266
"MT1G",8.03139216704222e-233,-2.29649391007453,0.281,0.669,1.73277286003936e-228
"MT1H",3.02650438378806e-180,-2.65454333682091,0.129,0.469,6.52968320802274e-176
"MT-CO3",1.6784829352965e-179,-0.882175532414497,0.998,1,3.6213269329022e-175
"MT-CYB",8.4472890020724e-178,-0.873314279980391,0.929,0.985,1.82250260219712e-173
"NAMPT",6.40273934765507e-177,2.55152658877876,0.643,0.344,1.38139101425658e-172
"EPB41L3",1.49748081604025e-175,2.09852637383852,0.767,0.509,3.23081486060683e-171
"TXNIP",6.16447776645686e-175,1.12944950409103,0.892,0.654,1.32998607811307e-170
"MT-CO2",1.40904462989918e-169,-0.765141503942832,0.989,0.999,3.04001378900748e-165
"MT-ATP6",1.81484756154166e-165,-0.867413755948051,0.925,0.988,3.91553361402614e-161
"CYBB",3.22168633278101e-162,-1.71258356570584,0.387,0.691,6.95078826297502e-158
"ACTB",3.23262323407201e-160,-0.686000870669571,0.963,0.98,6.97438462751037e-156
"MT-ND3",5.3717534745498e-157,-0.904010185719254,0.824,0.952,1.15895581213412e-152
"RPS8",1.1875087490964e-152,1.25485836739234,0.942,0.843,2.56205012617548e-148
"BTG1",8.64966921344413e-141,1.44190732807001,0.664,0.374,1.86616613280057e-136
"HIF1A",3.33729349103618e-140,1.39050609203583,0.706,0.455,7.20021070691055e-136
"AHRR",1.21333824639958e-135,1.33395384785372,0.623,0.31,2.6177772666071e-131
"MT-ND2",1.47697646121757e-132,-0.857079852330084,0.867,0.966,3.1865767150769e-128
"GAPDH",1.3717615270727e-131,0.873455828683939,0.941,0.847,2.95957549465934e-127
"CXCL8",4.24167801080511e-129,2.26117490596535,0.53,0.256,9.15142030831203e-125
"MT-ND4",1.32113182861596e-124,-0.661603030338519,0.971,0.994,2.85034192023893e-120
"RPL14",6.82367803211282e-123,1.16972346083356,0.833,0.649,1.47220853542834e-118
"MT2A",2.26039164805084e-122,-1.01481863668093,0.357,0.653,4.87679498066968e-118
"TMSB4X",5.91900212741543e-122,-0.575525604807418,0.936,0.979,1.27702470898988e-117
"RPL10",1.42570558425933e-121,1.3219654958995,0.844,0.683,3.07595979803949e-117
"PLSCR1",2.24850564081923e-120,1.33713077937743,0.648,0.4,4.85115092006749e-116
"SPN",1.94914592046899e-119,-1.44096626769296,0.35,0.605,4.20528232341184e-115
"SAMSN1",3.82827444071375e-118,0.995630261899146,0.858,0.649,8.25950210583992e-114
"MGAT5",3.87235197676892e-118,-1.09704497041655,0.505,0.75,8.35459938987894e-114
"TALAM1",6.079163182035e-110,1.24920511348307,0.8,0.566,1.31157945652405e-105
"PTPRJ",2.79870634693152e-109,-0.924346320500435,0.657,0.836,6.03820894350475e-105
"NACA",1.20038485441444e-108,1.19468375561615,0.703,0.492,2.58983032339915e-104
"CTSB",4.70220745015816e-108,-1.84273824008585,0.526,0.772,1.01450125737162e-103
"SLC44A1",5.03301443065217e-106,0.890058274886522,0.873,0.715,1.08587286341321e-101
"MPO",1.44918373719246e-97,-1.3031265669319,0.631,0.787,3.12661391299273e-93
"MXD1",1.65326951625637e-97,1.52794655934715,0.517,0.277,3.56692898132313e-93
"CALR",1.43668043749697e-94,-1.22525235802806,0.38,0.621,3.09963804389972e-90
"PCNX1",7.73486955437753e-93,0.810764167792035,0.912,0.82,1.66879810635695e-88
"IPCEF1",2.04927167722185e-92,-1.29807540184368,0.233,0.488,4.42130364360614e-88
"RPL19",3.5306958228989e-92,0.993690079662113,0.84,0.687,7.61747623790437e-88
"SEC62",7.1900592534157e-88,0.940756321667614,0.725,0.536,1.55125528392444e-83
"FOS",2.87602526173336e-87,-2.04029676493436,0.091,0.3,6.20502450218973e-83
"TIPARP",1.4216068338406e-85,1.72269795648636,0.401,0.187,3.06711674401109e-81
"RPL29",2.58576631336606e-85,1.02076058958458,0.76,0.604,5.57879082108727e-81
"RPL11",1.07586331978794e-84,0.947414267713172,0.919,0.837,2.32117511244248e-80
"SLC7A11",4.2044595069953e-84,1.43558609972362,0.54,0.32,9.07112138634235e-80
"FOSB",7.24853102017124e-82,-8.78417662165274,0,0.13,1.56387056760195e-77
"SLC1A3",9.8996199033406e-81,-1.93791880832807,0.146,0.357,2.13584299414573e-76
"PDE3B",1.06428713887978e-80,1.21980447898847,0.707,0.504,2.29619950213313e-76
"MT1X",1.3521217573651e-80,-1.92693111112595,0.124,0.333,2.91720269151521e-76
"MARCO",2.57309329356301e-80,-2.77580011865556,0.099,0.293,5.55144878086218e-76
"RPL18",2.35487152587303e-79,1.06411148668616,0.806,0.669,5.08063531707106e-75
"H3-3B",2.41397233173213e-79,0.855499276244395,0.8,0.634,5.20814530571206e-75
"RPS4X",3.2330274934228e-79,1.07497749919998,0.834,0.709,6.97525681705968e-75
"SIPA1L1",4.4303684953417e-79,1.55852469669594,0.629,0.451,9.55852002869971e-75
"ABR",7.12416424383917e-79,-0.894031562330021,0.453,0.672,1.5370384356083e-74
"CD163",5.90885737021031e-78,-2.19594800501758,0.147,0.351,1.27483597762287e-73
"RPL30",3.77343770249217e-77,1.03723799910068,0.761,0.616,8.14119184312685e-73
"EEF1A1",4.5351679802183e-76,0.786034695675252,0.983,0.959,9.78462491732098e-72
"PRTN3",6.23218532985298e-76,-1.14783951880536,0.34,0.563,1.34459398491578e-71
"AZU1",9.59666287770126e-76,-1.58818473682634,0.261,0.465,2.07048001586405e-71
"ATP5F1E",1.0467308250176e-75,-0.745375912630334,0.454,0.682,2.25832175497548e-71
"MT-ND1",6.98884294796041e-75,-0.641961739654786,0.845,0.945,1.50784286602246e-70
"ARL4C",1.00135353108933e-74,2.56216081835683,0.226,0.062,2.16042024332523e-70
"LINC02649",2.79397883769158e-72,1.79194898838468,0.283,0.101,6.02800934231959e-68
"RPL7A",3.37868217170167e-72,0.990090669034768,0.825,0.698,7.28950678544635e-68
"SMCHD1",4.12360379623998e-71,0.616252818035817,0.898,0.727,8.89667519038775e-67
"CENPP",6.00594307724913e-70,-0.754716729230561,0.406,0.644,1.2957822189165e-65
"MACF1",1.13350907640805e-69,-0.516772468939364,0.834,0.913,2.44554583235036e-65
"MAN2C1",1.14510138624664e-69,-8.3073629247872,0,0.111,2.47055624082714e-65
"RPL12",7.50204126936646e-69,0.897950463564169,0.84,0.753,1.61856540386581e-64
"SCFD2",1.64301963610684e-68,-0.923981617715717,0.34,0.565,3.54481486490051e-64
"PIAS4",3.78400511070574e-68,-8.32330446865623,0,0.109,8.16399102634763e-64
"LYZ",4.90164195205778e-68,-0.9995928928965,0.54,0.736,1.05752925115646e-63
"IL1RN",5.0304694720409e-68,2.65666090201045,0.276,0.108,1.08532378859282e-63
"SUGP1",6.09164280048336e-68,-8.27083704876209,0,0.108,1.31427193420429e-63
"CHST11",1.22076333230438e-67,-0.568147748849407,0.905,0.965,2.63379688944669e-63
"ALKBH7",2.11629684375485e-67,8.41330886203835,0.096,0,4.56591044040109e-63
"CD55",1.67192293877226e-66,1.25284113990786,0.45,0.249,3.60717374040114e-62
"NCSTN",5.30235743519709e-66,-8.23757459463034,0,0.105,1.14398361664377e-61
"DAB2",2.10285212041399e-64,-1.75528923608889,0.284,0.483,4.53690344979317e-60
"IKZF5",3.69620017267614e-64,8.2559525340991,0.091,0,7.97455187254878e-60
"ASPSCR1",4.55250315265583e-64,-8.21211460963939,0,0.102,9.82202555185496e-60
"RPL8",4.76833840883003e-64,0.856871940505717,0.844,0.73,1.02876901170508e-59
"CCL8",8.69078236319217e-64,-3.12372585096239,0.022,0.15,1.87503629485871e-59
"PSMA1",9.46784657092417e-64,0.857828599108499,0.638,0.45,2.04268789767689e-59
"PGAP6",1.98457584334084e-63,-8.16865665395561,0,0.101,4.28172238200787e-59
"HBEGF",6.22773910976494e-63,2.60913926560561,0.2,0.057,1.34363471293178e-58
"ALCAM",1.06643519805664e-62,-1.17589860411743,0.557,0.698,2.3008339398072e-58
"NLN",1.85606682152723e-62,-1.58060856160783,0.172,0.356,4.00446416744499e-58
"PPBP",9.04961836120781e-62,1.96383656570022,0.44,0.263,1.95245516143058e-57
"NBPF14",1.02004968783887e-61,-8.13743792334489,0,0.099,2.20075720151236e-57
"ENSG00000289474",1.13687716679495e-61,-0.53610768168552,0.765,0.888,2.4528124873601e-57
"COPS8",1.82816933151453e-61,8.21791317307992,0.088,0,3.94427533274259e-57
"CTSZ",3.93421006073475e-61,-1.71056037260155,0.194,0.378,8.48805820603522e-57
"SLC8A1",4.73209472378674e-61,-1.44978365634476,0.337,0.537,1.02094943665699e-56
"MT-ND6",7.29673740949032e-61,-1.50940670073185,0.13,0.308,1.57427109609754e-56
"RPS3",8.00365573401338e-61,0.864498147230913,0.826,0.722,1.72678872461339e-56
"TNS3",1.68612196292603e-60,-2.00257412812648,0.197,0.367,3.63780813501291e-56
"SRGN",5.40294464763019e-60,-0.750433395825942,0.934,0.945,1.16568530772621e-55
"VMO1",5.61410100039027e-60,3.35441517298478,0.125,0.016,1.2112422908342e-55
"GPR183",5.64005760347077e-60,2.09322211397516,0.228,0.077,1.21684242794882e-55
"RPS3A",9.25499829699729e-60,0.839024994918908,0.759,0.641,1.99676588257716e-55
"ZNF710",2.37368696267581e-59,-1.24007741642846,0.233,0.421,5.12122962197306e-55
"ZNF317",3.66509205009281e-59,-8.06817526090778,0,0.095,7.90743609807523e-55
"VCAN",8.34770858873839e-59,0.843612386982905,0.494,0.294,1.80101812802031e-54
"IL6R",1.26618065530627e-58,-1.01867277831392,0.235,0.435,2.73178476382327e-54
"DNAJC4",1.64668322401425e-58,8.11522750910536,0.083,0,3.55271905581075e-54
"PVT1",1.96157686371992e-58,-0.809500799631832,0.366,0.576,4.23210208347574e-54
"RPL32",5.60669483105515e-58,0.787490805348716,0.853,0.771,1.20964440980015e-53
"VPS18",6.8386667526821e-58,-8.00038517136581,0,0.093,1.47544235189116e-53
"MALAT1",1.54258470090559e-57,0.538546854288421,1,1,3.32812649220382e-53
"F13A1",1.92463977593759e-57,-1.9781714034013,0.235,0.425,4.15241031658535e-53
"MCU",2.0784591008792e-57,-0.70950006592413,0.57,0.748,4.48427551014688e-53
"SEMA3A",4.74778656882874e-57,-2.6368292398549,0.072,0.216,1.0243349522248e-52
"SGK1",8.46662012856206e-57,-1.52700473510762,0.115,0.279,1.82667329273726e-52
"SNHG29",4.35262483749494e-56,0.954807714275546,0.637,0.494,9.39078808689533e-52
"SNX11",9.05548161803115e-56,-8.00038517136581,0,0.089,1.95372015909022e-51
"PTPN14",1.28155695870026e-55,2.91525949974477,0.132,0.023,2.76495913839581e-51
"NDUFV2",1.39802241766679e-55,0.736499031141798,0.672,0.512,3.01623336611611e-51
"ENSG00000289901",1.52819295636697e-55,-0.525010918052718,0.672,0.824,3.29707630336174e-51
"WWOX",1.81203708498304e-55,-0.820846090967418,0.538,0.701,3.90947001085091e-51
"B2M",2.21128139069515e-55,0.72773837814904,0.962,0.942,4.77083960042478e-51
"SGSM2",2.37795765240837e-55,-7.9447928454025,0,0.089,5.13044363507105e-51
"GPCPD1",2.38195053521755e-55,0.867880192540146,0.605,0.437,5.13905827973186e-51
"IL2RA",2.59625061353892e-55,1.03398093796777,0.444,0.268,5.60141069871022e-51
"RALGAPA2",6.22719235295788e-55,0.934634451852885,0.838,0.769,1.34351675015066e-50
"DNMT1",1.31365922236054e-54,-0.839233544420742,0.375,0.564,2.83421977224287e-50
"RPL35A",1.316965814856e-54,0.721234309338169,0.801,0.686,2.84135374555181e-50
"SLC9A9",5.45112568354057e-54,-2.19755286381582,0.2,0.356,1.17608036622388e-49
"INPP5A",6.55564605667164e-54,-1.11692805653702,0.291,0.469,1.41438063672691e-49
"MMP9",1.0951584692641e-53,-1.73286114101196,0.249,0.436,2.3628043974373e-49
"SRF",3.056511694569e-53,-7.90826696937738,0,0.085,6.59442398103263e-49
"BRI3BP",3.30915556646898e-53,-1.27067381691042,0.163,0.334,7.13950313465682e-49
"UBASH3B",4.62542207631247e-53,-0.861394456949234,0.341,0.534,9.97934812964415e-49
"P2RY8",1.86036705423178e-52,-1.06740114586641,0.3,0.473,4.01374191950507e-48
"SULF2",3.85461838865885e-52,1.80515324157836,0.218,0.079,8.31633917353146e-48
"SESN3",4.94193129250783e-52,-0.873856267815355,0.333,0.529,1.06622167635856e-47
"PIK3AP1",5.59461187649865e-52,-0.734543242673644,0.47,0.65,1.20703751235458e-47
"ZFP62",7.76997762611283e-52,7.9526744963194,0.074,0,1.67637267283384e-47
"UPP1",3.25556129907862e-51,1.35034878604212,0.382,0.221,7.02387350276211e-47
"TBL1X",3.29542417138201e-51,0.791490784656998,0.696,0.531,7.10987764975668e-47
"ENSG00000204971",4.0418119720998e-51,-8.53660901716471,0,0.082,8.72020932980532e-47
"RPS15A",4.15213693552279e-51,0.834199853578249,0.693,0.57,8.95823543839042e-47
"CD84",4.55329154242789e-51,-1.29525301712419,0.225,0.397,9.82372650278817e-47
"ZBTB20",5.89069690011966e-51,0.448151040477078,0.857,0.717,1.27091785620082e-46
"STON2",8.42621309648778e-51,-2.14577722425762,0.031,0.148,1.81795547556724e-46
"MRI1",1.00913726814311e-50,-7.80419451522969,0,0.081,2.17721365601876e-46
"HDAC9",2.80635849396988e-50,-1.48188065803024,0.174,0.338,6.05471845074001e-46
"IGSF6",3.18701558361411e-50,-1.48362601486785,0.157,0.321,6.87598612164743e-46
"HSP90AA1",3.98149361026271e-50,-0.622921106890885,0.636,0.755,8.5900724641418e-46
"DHCR24",4.44875048433811e-50,-1.83299725518637,0.055,0.186,9.59817916995948e-46
"VAV1",5.45931224465551e-50,-0.843792972814558,0.307,0.493,1.17784661678443e-45
"GSN",8.321598836539e-50,-0.920360807873996,0.306,0.489,1.79538494898329e-45
"SELENOP",1.31329027836104e-49,-1.83306819984183,0.075,0.214,2.83342377556395e-45
"S100A9",1.3763025589546e-49,-0.581367567970631,0.453,0.644,2.96937277094455e-45
"ABHD12",1.79491850282045e-49,-1.235981213787,0.227,0.395,3.87253666983512e-45
"EIF1",1.95454854224102e-49,0.695824970305685,0.726,0.599,4.21693847988499e-45
"TET3",2.8206349212325e-49,-0.715818482390586,0.392,0.578,6.08551984255911e-45
"PRELID3B",6.44100739136154e-49,7.92595715794362,0.07,0,1.38964734468625e-44
"AHNAK",1.04137947261617e-48,-1.03906150661882,0.254,0.428,2.24677621216939e-44
"ENSG00000279168",1.25049492865282e-48,-7.7697061388444,0,0.078,2.69794280856845e-44
"CPNE2",1.26768420857672e-48,-7.91879763686955,0,0.078,2.73502868000427e-44
"LIPA",1.51971900626821e-48,-1.55439044429227,0.157,0.315,3.27879375602366e-44
"SNAPC4",2.17402150329661e-48,7.8283463613172,0.069,0,4.69045139336244e-44
"ANOS1",3.39683373389645e-48,-3.92564174505758,0.008,0.097,7.32866878088159e-44
"MLEC",4.77737099789062e-48,-0.958836293505436,0.293,0.462,1.0307177927949e-43
"TARS2",5.30050345531318e-48,-7.76387706004221,0,0.077,1.14358362048382e-43
"MT-ATP8",9.61630723233756e-48,-1.21124265053932,0.137,0.296,2.07471828537683e-43
"DOCK10",9.83085942960661e-48,-0.60987131197253,0.633,0.759,2.12100792193763e-43
"STAT4",1.12084652685028e-47,1.32261124329679,0.296,0.143,2.41822638167949e-43
"ARHGEF18",1.30413290232107e-47,-0.951157663032362,0.309,0.482,2.8136667367577e-43
"GPR108",1.35134715856502e-47,7.8283463613172,0.068,0,2.91553149460403e-43
"GNB1",2.2156641662236e-47,-0.521633003065108,0.658,0.783,4.78029543862741e-43
"DNAJC5",2.49496540350605e-47,-0.719932168475297,0.392,0.578,5.38288785806431e-43
"LHFPL5",4.57028746694438e-47,7.81384679162208,0.067,0,9.8603952099325e-43
"TMUB1",5.83928569243408e-47,-7.72240042406605,0,0.075,1.25982588814265e-42
"HLA-A",6.7123165025824e-47,0.604484616334986,0.769,0.636,1.44818228543215e-42
"GAS7",7.96126948499357e-47,-1.17540577354391,0.266,0.429,1.71764389138736e-42
"DGKG",1.45440217241384e-46,-1.41003719321422,0.127,0.277,3.13787268698285e-42
"PCNX3",1.52229833396622e-46,-7.70425307735579,0,0.075,3.28435865553212e-42
"ARAF",1.54069998723163e-46,7.7844030137296,0.066,0,3.32406022245223e-42
"ST8SIA4",1.6249282386527e-46,0.822883325287699,0.57,0.409,3.50578267489319e-42
"ENSG00000291144",1.64696929194522e-46,-1.12471184446721,0.316,0.481,3.55333624737182e-42
"MKI67",3.79881559767559e-46,-0.802767806787327,0.243,0.424,8.19594465198508e-42
"DDIT4",5.53733874732927e-46,1.87021564919854,0.189,0.066,1.19468083473629e-41
"ATG7",8.92724934151419e-46,-0.463308824081628,0.853,0.91,1.92605404543169e-41
"ENSG00000291105",1.03976988939621e-45,-7.7521477674601,0,0.073,2.24330353637233e-41
"FAU",2.47998376008835e-45,0.647132775348793,0.817,0.704,5.35056496239061e-41
"HIC2",2.69033838962092e-45,-7.66725886987359,0,0.073,5.80440507560713e-41
"RPS27",3.34534715201222e-45,0.744662904289483,0.757,0.639,7.21758648046637e-41
"CELF1",4.00418827451193e-45,-0.490303337304991,0.623,0.774,8.6390362022595e-41
"RBM7",4.35090306069994e-45,-7.67969597311181,0,0.072,9.38707335346013e-41
"CTSG",4.81132893721999e-45,-1.70077761236625,0.09,0.226,1.03804421820521e-40
"DRAM1",6.55287283847357e-45,-1.32591194883728,0.226,0.381,1.41378231490067e-40
"POU2F2",9.6721400375156e-45,-1.43580540229096,0.09,0.227,2.08676421309399e-40
"HSP90B1",1.11207177338459e-44,-0.588011139974877,0.664,0.794,2.39929485107725e-40
"LINC-PINT",1.33741488984873e-44,0.560557815211024,0.777,0.645,2.88547262484864e-40
"TNFAIP8",1.90217107116255e-44,-0.500615823580054,0.772,0.857,4.10393408603321e-40
"VPS52",2.93610036359195e-44,-7.64205831574844,0,0.071,6.33463653444964e-40
"TPT1",3.50802827196875e-44,0.517098982045971,0.972,0.948,7.56857099677258e-40
"STAB1",3.68557915909667e-44,-1.63891543856297,0.101,0.237,7.95163703575107e-40
"HS3ST2",4.36025620825947e-44,-5.06580824636386,0.015,0.104,9.40725276931981e-40
"ABCA1",6.81210054305364e-44,1.08809621648095,0.457,0.306,1.46971069216382e-39
"CHMP6",7.61776555635126e-44,-7.60992569480764,0,0.07,1.64353291878278e-39
"ASAP1",1.07120083923524e-43,-0.516537849441209,0.754,0.844,2.31111581065004e-39
"RPS12",1.10165198365677e-43,0.692997935660916,0.886,0.845,2.37681415473948e-39
"MIR142HG",1.65719125575902e-43,-0.987337368802608,0.23,0.394,3.57539013430009e-39
"SDF2L1",1.79964341267399e-43,-1.43398945533146,0.097,0.234,3.88273066284414e-39
"RASSF4",1.97116070263197e-43,-1.43679384299071,0.108,0.247,4.25277921592847e-39
"TBC1D10C",1.98214806273294e-43,-7.62929101967457,0,0.07,4.27648444534632e-39
"CELF2",2.97715998181923e-43,-0.370480835225498,0.853,0.932,6.42322266077499e-39
"PPARGC1B",3.35063588573353e-43,-1.22572445576285,0.124,0.271,7.22899692347008e-39
"H3-3A",4.90458004254247e-43,0.681791717579582,0.672,0.539,1.05816314417854e-38
"ZNF804A",7.6621415570753e-43,-0.776300866219439,0.354,0.53,1.653107040939e-38
"ACER3",1.20692650223533e-42,-0.84254908120988,0.418,0.578,2.60394392857272e-38
"NUDT19",1.37034347256614e-42,7.6191183991792,0.061,0,2.95651604206144e-38
"RPL28",1.38277595593492e-42,0.716593216400854,0.851,0.761,2.98333912492959e-38
"METRNL",1.64925088419905e-42,1.54199494359689,0.333,0.199,3.55825878265946e-38
"ENSG00000285744",1.76233915953346e-42,-3.01259716088237,0.02,0.113,3.80224673669344e-38
"PREB",2.50996126539408e-42,7.6191183991792,0.06,0,5.41524143008773e-38
"ZBTB7C",3.10739053941825e-42,-2.63851235554561,0.034,0.136,6.70419508879487e-38
"ORMDL3",5.55174928000662e-42,-7.57706106090201,0,0.067,1.19778990716143e-37
"ABCA13",6.60803777623771e-42,-1.75241299313249,0.063,0.183,1.42568415022329e-37
"RAB10",6.73076491552041e-42,-0.495202043303139,0.697,0.801,1.45216253052353e-37
"PCSK6",6.98754123980878e-42,-2.94282865852198,0.041,0.145,1.50756202248874e-37
"CZIB",8.39478130896947e-42,7.5595296028894,0.059,0,1.81117406741016e-37
"RUNX1",8.45733416669122e-42,-0.364907395857825,0.873,0.931,1.82466984646363e-37
"CACNB4",1.00816790157343e-41,-2.7531865494857,0.021,0.113,2.17512224764467e-37
"LARP1",1.07799793426007e-41,-0.612573435166339,0.468,0.63,2.32578054316611e-37
"FRMD4A",1.18036794191461e-41,-2.08021305465194,0.072,0.19,2.54664383468077e-37
"H1-4",1.31854166623183e-41,0.844533519606541,0.491,0.327,2.84475364489517e-37
"ZNF384",1.4330927757643e-41,-7.52286896053841,0,0.067,3.09189766371147e-37
"ZMYND8",1.7194736036373e-41,-0.552580037760352,0.567,0.719,3.70976429984748e-37
"RPS23",1.9509017362825e-41,0.70872104846038,0.804,0.736,4.2090704960295e-37
"SNAP47",2.3063813987277e-41,-7.51594954659862,0,0.066,4.97601786775501e-37
"HM13",2.84660732774259e-41,-0.73136382225761,0.378,0.534,6.14155530960463e-37
"MRC1",3.22386786448572e-41,-0.178585141621131,0.553,0.749,6.95549491762793e-37
"SAMD4A",3.29621711711467e-41,-2.13897597790516,0.087,0.21,7.1115884301749e-37
"HMGB3",3.45493785895056e-41,1.39161146859817,0.282,0.144,7.45402843068583e-37
"MIS12",3.7169912867126e-41,-7.54343028302073,0,0.066,8.01940870108244e-37
"TPRG1",4.22501709631415e-41,-2.87779410671187,0.062,0.174,9.11547438529778e-37
"RPLP0",4.69831784906781e-41,0.811824187404775,0.777,0.708,1.01366207593638e-36
"POMT1",5.16294273118403e-41,7.66022360250887,0.058,0,1.11390489425295e-36
"CYTIP",5.83929497434818e-41,1.17209935640433,0.334,0.192,1.25982789071562e-36
"IKBKG",5.97050692511842e-41,-7.51594954659862,0,0.066,1.2881368690943e-36
"ZNF780A",5.9735806448445e-41,-7.53660901716471,0,0.066,1.2888000241252e-36
"RPL41",8.11617385719311e-41,0.639041514216932,0.926,0.882,1.75106450968941e-36
"EML3",9.58357629412114e-41,-7.49498992796297,0,0.065,2.06765658545663e-36
"HTRA4",9.62738094865237e-41,-7.55697681485868,0,0.065,2.07710743967175e-36
"ARID1A",1.38336971726462e-40,-0.568199774916751,0.52,0.674,2.98462016499841e-36
"ANXA2",2.1810102708702e-40,-0.958920311386525,0.206,0.363,4.70552965940246e-36
"C2CD2L",2.47197997583026e-40,-7.45213444900118,0,0.065,5.33329679785378e-36
"LINC03002",3.66330461143194e-40,-3.85113373818825,0.006,0.08,7.9035796991644e-36
"ANTXR2",3.69410618627899e-40,0.633680642494667,0.746,0.624,7.97003409689692e-36
"CLSPN",4.57182565673939e-40,-1.24044375178683,0.127,0.266,9.86371385441523e-36
"SNX24",5.28308139260806e-40,-1.6087032130914,0.133,0.265,1.13982481045519e-35
"COL24A1",6.27320194904192e-40,-1.42983050877748,0.118,0.251,1.35344332050579e-35
"HSPA5",9.37199915064071e-40,-0.683327505173175,0.537,0.65,2.02200881675073e-35
"MSR1",1.08798324547823e-39,-2.00744412191214,0.13,0.26,2.34732385211929e-35
"TOR4A",1.65099440206117e-39,-7.46656151963646,0,0.063,3.56202042244697e-35
"SSBP2",1.6762989055822e-39,0.695651371853511,0.577,0.427,3.6166148887936e-35
"LHFPL2",1.76669815801494e-39,-1.45936601823225,0.126,0.259,3.81165127591723e-35
"LDLRAP1",2.65132833980556e-39,-7.46656151963646,0,0.063,5.7202408931305e-35
"MIR924HG",4.63177407123653e-39,-0.918278692183872,0.219,0.377,9.99305255869282e-35
"DGLUCY",5.47296874642815e-39,-0.814694516177627,0.247,0.41,1.18079300704187e-34
"CASP5",5.50264190023651e-39,-3.429204047722,0.01,0.087,1.18719498997603e-34
"EIF4EBP3",6.39146368171746e-39,7.46061457681671,0.055,0,1.37895828933054e-34
"TBL2",6.40696627786565e-39,7.5243401744271,0.055,0,1.38230297444951e-34
"ENSG00000234426",7.03709954595005e-39,-1.79496905001669,0.051,0.16,1.51825422703872e-34
"CTDSPL",9.96081691822302e-39,-1.14033781385069,0.135,0.275,2.14904625010662e-34
"FPR3",1.61007325414174e-38,-2.09809703171272,0.054,0.16,3.4737330458108e-34
"ENSG00000254006",2.33697465456779e-38,-1.60344454528298,0.055,0.164,5.04202281723e-34
"PDIA3",2.74834581364383e-38,-0.638085615614178,0.5,0.635,5.92955609293657e-34
"TUBGCP6",2.82240136012896e-38,-7.40047232917868,0,0.061,6.08933093447822e-34
"IGSF21",3.1373609164867e-38,-3.08645399462609,0.023,0.11,6.76885617732006e-34
"PHTF2",3.69168415991785e-38,-0.694263758079584,0.392,0.548,7.96480857502277e-34
"WDR13",3.89601440501805e-38,7.48827091971958,0.054,0,8.40565107882645e-34
"OMA1",3.89602413714039e-38,7.49737312682683,0.054,0,8.4056720758804e-34
"LAMP1",4.60186099513632e-38,-0.779509811756949,0.284,0.444,9.9285150970066e-34
"NAV1",8.64591347428457e-38,-1.26367140851678,0.136,0.271,1.8653558320769e-33
"MAP4",9.22547315353338e-38,-0.633725743146899,0.443,0.599,1.99039583287483e-33
"RAP1GAP2",1.0892232451333e-37,-1.00495484215061,0.18,0.326,2.34999915137509e-33
"PAK1",1.22455708195136e-37,-0.892924744466201,0.269,0.419,2.64198190431006e-33
"AMPD3",1.37450190030914e-37,-0.955775483080414,0.198,0.348,2.96548784991697e-33
"TMEM39B",1.86746887659237e-37,-7.37009868013517,0,0.06,4.02906410124804e-33
"CCL13",3.18660158940082e-37,-1.33726472606666,0.111,0.24,6.87509292913228e-33
"ADGRE3",3.26475915494483e-37,1.88259982989165,0.131,0.038,7.04371787679348e-33
"AP1B1",4.04904651408817e-37,-0.928268276655508,0.177,0.325,8.73581785414523e-33
"NUPR1",4.36407676286351e-37,-1.35147210999598,0.147,0.283,9.41549561587803e-33
"TRIM41",4.79813053021828e-37,-7.33907178451454,0,0.059,1.03519666189459e-32
"ENSG00000268362",4.80849540110937e-37,-7.3777522526786,0,0.059,1.03743288278935e-32
"MARCKS",5.45570752918124e-37,-0.849509623926487,0.309,0.458,1.17706889942085e-32
"MFSD1",6.18315096210348e-37,-0.704778086170913,0.332,0.49,1.33401482007383e-32
"PNRC1",6.34249386929894e-37,0.983663100040958,0.42,0.283,1.36839305230125e-32
"RNF31",7.70411407079342e-37,-7.36240428834517,0,0.059,1.66216261077368e-32
"ALKBH4",7.71970448763609e-37,-7.40796686572561,0,0.059,1.66552624320749e-32
"NFIC",8.7416614770113e-37,-0.720261513309712,0.32,0.478,1.88601346366519e-32
"EIF3A",1.15179671478351e-36,-0.516243572124102,0.637,0.753,2.48500141214543e-32
"TP53I13",1.23204329261796e-36,-7.31535571554073,0,0.059,2.65813340382324e-32
"ST6GAL1",1.24218618843529e-36,-0.916993267963407,0.296,0.447,2.68001670154914e-32
"PAF1",1.43369573273987e-36,7.43241768498606,0.052,0,3.09319854338627e-32
"NEK6",1.43480842793131e-36,-0.810853466026307,0.259,0.411,3.0955991832618e-32
"ITM2B",1.58806370454888e-36,0.793311245454313,0.714,0.612,3.42624744256421e-32
"EEF1B2",1.65987541958453e-36,0.865102264687925,0.548,0.429,3.58118121775363e-32
