"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MT1G",0,-3.65174574575254,0.28,0.893,0
"MT1H",0,-3.93109808772434,0.136,0.748,0
"CXCL8",2.11170492765578e-307,2.46088560421228,0.775,0.252,4.55600338141735e-303
"MT-CO1",7.02121636643327e-292,-1.36970318821053,0.993,1,1.51482743105798e-287
"CYBB",1.74126814831596e-284,-2.35176435344572,0.366,0.832,3.75678602999169e-280
"SIPA1L1",1.07759437673286e-220,2.20821416923651,0.737,0.322,2.32490986780114e-216
"MARCO",2.1054270282349e-216,-3.54018127397215,0.14,0.593,4.5424588134168e-212
"MT-CO3",6.70005243938957e-198,-1.05880397636498,0.99,0.999,1.4455363137983e-193
"MT-ND5",2.22030781788303e-189,-1.54970724308037,0.437,0.839,4.79031411708263e-185
"MT-CYB",5.20779036012271e-186,-1.12063083229283,0.874,0.978,1.12358077019648e-181
"DAB2",3.40698351833136e-184,-2.00900032953072,0.484,0.782,7.3505669407999e-180
"MT-CO2",6.96582116677199e-182,-0.965016285081847,0.981,0.995,1.50287591673106e-177
"IL1RN",1.09422822360324e-180,3.30618449112084,0.443,0.096,2.360797392424e-176
"MMP1",1.61115167433264e-180,6.31746022047253,0.342,0.038,3.47605973737266e-176
"F13A1",1.11882399497394e-179,-2.35456508037862,0.302,0.703,2.41386276915628e-175
"NAMPT",1.17996553379249e-173,1.97645129396557,0.743,0.378,2.5457756391573e-169
"HIF1A",2.51746599896444e-173,1.57874074215548,0.753,0.419,5.43143289276578e-169
"CD163",5.11374349149749e-164,-1.93585363503501,0.249,0.647,1.10329015829058e-159
"MT-ND4",1.12871448448698e-162,-0.92910641645805,0.919,0.986,2.43520150028067e-158
"EPB41L3",2.3406573037312e-158,1.89348265287901,0.852,0.641,5.04996813280006e-154
"SLC9A9",1.54093344898982e-156,-2.17213998307759,0.262,0.636,3.32456391619554e-152
"FTL",1.68301218707972e-156,-1.06061181768548,0.999,1,3.6310987936245e-152
"CTSB",1.64254882617462e-155,-1.90132471442066,0.674,0.885,3.54379909247174e-151
"MT-ND4L",9.26897199789025e-155,-1.52525980053146,0.326,0.725,1.99978070854482e-150
"CSTB",1.37448692206347e-154,-1.60798073104304,0.521,0.81,2.96545553435193e-150
"NUPR1",1.49215326608529e-150,-2.64899291079714,0.158,0.519,3.21932067157902e-146
"BMP2K",3.38168623717626e-149,-1.43061188188033,0.465,0.79,7.29598805670779e-145
"MT-ATP6",8.31292415812448e-145,-0.956717146324801,0.845,0.97,1.79351338711536e-140
"TMSB4X",1.14135205745932e-144,-1.00394413121718,0.951,0.978,2.46246706396848e-140
"AHNAK",7.69964054828891e-138,-1.83475629576875,0.255,0.61,1.66119744829333e-133
"CD84",6.78100543184979e-137,-1.80632136097233,0.247,0.6,1.46300192192159e-132
"BTG1",8.80603840748761e-136,1.35697806075505,0.736,0.381,1.89990278641545e-131
"IGSF6",1.33427542616571e-132,-2.26108006398183,0.272,0.609,2.87869923195253e-128
"NLN",1.52164006175208e-130,-2.91999295641369,0.086,0.407,3.28293843323012e-126
"PLSCR1",3.21160482839377e-129,1.39091700069613,0.729,0.455,6.92903741725957e-125
"SGK1",8.03453817036745e-129,-1.93555164105183,0.182,0.52,1.73345161025678e-124
"SLC8A1",1.08214348851611e-128,-1.53607725518154,0.462,0.765,2.33472457647351e-124
"PPBP",3.78271238197772e-128,2.03008986733241,0.633,0.308,8.16120196411693e-124
"S100A9",2.10542217513792e-127,-1.56166491747166,0.405,0.725,4.54244834286006e-123
"MT1X",2.37855966889277e-126,-2.50389160214445,0.152,0.476,5.13174248563614e-122
"PTPN14",4.9745094155456e-122,3.9248572907682,0.233,0.021,1.07325040640396e-117
"GPX1",2.43404875710011e-121,-1.08346809236434,0.712,0.885,5.25146019344348e-117
"MGAT5",2.06951575735105e-120,-1.48218625554595,0.328,0.665,4.46498024648489e-116
"ALCAM",4.80372463363837e-119,-1.48120707747969,0.513,0.776,1.03640358970748e-114
"SPP1",4.98437733986496e-116,-0.54254866073131,0.898,0.995,1.07537941107586e-111
"MYO1E",1.20991259661331e-114,-1.88272095677498,0.289,0.599,2.61038642719322e-110
"MT-ND1",6.26794335195129e-114,-0.996602525122486,0.582,0.862,1.35230877818349e-109
"MYO5A",9.48022007858936e-114,-1.27235751805018,0.367,0.695,2.04535748195565e-109
"TFPI2",3.21489780044362e-110,6.99812592575201,0.242,0.034,6.9361420044571e-106
"SLC1A3",1.11597278440729e-109,-2.7190274528069,0.11,0.4,2.40771128235873e-105
"VMO1",5.40451385466122e-109,3.70366361901538,0.213,0.02,1.16602386414316e-104
"ENSG00000289474",1.74898439610767e-108,-1.24147944311861,0.545,0.808,3.7734338346023e-104
"SELENOP",1.79869299241116e-108,-2.8520410061447,0.096,0.382,3.88068013112707e-104
"TXNIP",2.79239148427486e-108,0.832454891920742,0.961,0.82,6.02458462732301e-104
"SLCO2B1",5.78867132493305e-107,-1.43780309590615,0.308,0.629,1.24890583835431e-102
"S100A4",5.91686995975941e-107,-1.19393148203665,0.627,0.811,1.27656469381809e-102
"MSR1",4.94453121422611e-106,-1.81160132800212,0.24,0.545,1.06678260946928e-101
"CTSZ",1.25513700071941e-104,-2.0132177291075,0.265,0.548,2.70795807905212e-100
"TNS3",1.50953090464438e-104,-2.3360540131336,0.168,0.456,3.25681292677025e-100
"FCHO2",3.04597090040527e-104,-1.77043386463632,0.285,0.562,6.57168221762438e-100
"FRMD4B",3.95207644582228e-104,-1.43152311500146,0.391,0.701,8.52660493186157e-100
"NPL",4.10612748007456e-103,-1.50190221735127,0.29,0.594,8.85897003826086e-99
"SLC7A11",3.00596370227946e-101,1.40090590337734,0.645,0.361,6.48536668766794e-97
"ENSG00000291144",1.55958740334096e-100,-1.47789508481249,0.276,0.595,3.36480982270813e-96
"HBEGF",5.09069800569228e-100,2.71165640976891,0.285,0.064,1.09831809472811e-95
"SEC62",9.59885737282643e-100,0.974769067107189,0.826,0.616,2.0709534781873e-95
"FYB1",3.47457656158718e-99,-0.921285430884501,0.471,0.809,7.49639893162433e-95
"PDE3B",3.53029507984216e-97,1.69730111679184,0.588,0.312,7.61661163475945e-93
"NT5E",4.72570837959005e-97,4.68270400037973,0.171,0.01,1.01957158289655e-92
"ARL4C",8.40893821035997e-97,2.06352231451704,0.338,0.099,1.81422841888516e-92
"ITPR2",1.790497049747e-96,-0.974596516907219,0.704,0.875,3.86299738482915e-92
"SLC44A1",4.816776182745e-96,0.998125460480251,0.716,0.428,1.03921946142723e-91
"SMCHD1",7.05344280197289e-96,1.04816956187795,0.732,0.441,1.52178028452565e-91
"MRC1",2.13594371931339e-95,-0.737379231442428,0.706,0.916,4.60829857441864e-91
"SEMA3A",1.12619806766556e-91,-2.47690862662644,0.112,0.371,2.42977233098845e-87
"LYZ",6.19681675419149e-91,-1.83771654414366,0.325,0.601,1.33696321471681e-86
"MT-ND3",1.439983298936e-89,-0.902848125377871,0.578,0.835,3.10676396745442e-85
"GPR183",3.57919319022399e-87,2.32049061839179,0.336,0.114,7.72210930790825e-83
"MNDA",4.47754186265516e-86,-1.1774589851327,0.31,0.599,9.66029656867851e-82
"ENSG00000289901",1.27984603957085e-85,-1.10412757995928,0.395,0.683,2.76126783037411e-81
"GAS7",6.65860389914902e-85,-1.63987828897805,0.22,0.491,1.4365937912414e-80
"ACER3",1.08543249004818e-84,-1.09039448042877,0.407,0.697,2.34182059727896e-80
"AIF1",1.29361420633054e-84,-1.05999986950466,0.527,0.75,2.79097265015813e-80
"PIK3AP1",2.31412460004484e-84,-0.921754024910252,0.394,0.705,4.99272382459673e-80
"NABP1",1.43403837741184e-83,-1.08078834069023,0.376,0.679,3.09393779926605e-79
"IFITM3",9.42751558996381e-83,1.81839583510666,0.447,0.209,2.03398648853469e-78
"HS3ST2",1.15903096981899e-82,-5.99764284294325,0.013,0.21,2.50060931738448e-78
"RAB10",1.36835220630997e-80,-0.781549174323021,0.588,0.815,2.95221988511377e-76
"NPC1",2.23595179859736e-80,-1.43196031557379,0.333,0.598,4.82406600547381e-76
"ZMAT3",1.08316167698525e-79,-1.47387456653681,0.209,0.474,2.33692131809567e-75
"SPRED1",2.84897998322995e-79,-1.26923776304894,0.426,0.661,6.14667431381862e-75
"TNFAIP2",1.15199199855611e-78,-1.84326574971119,0.199,0.442,2.4854227368848e-74
"VCAN",1.93782905155311e-78,1.18759836306484,0.497,0.24,4.18086617872583e-74
"ADGRE3",1.38603419882004e-77,2.64465520728346,0.207,0.038,2.99036878395423e-73
"SLC38A6",2.84308372795458e-77,-1.38073779924874,0.296,0.551,6.13395314306201e-73
"FMN1",3.10456352435138e-76,-1.82183131948914,0.272,0.518,6.69809580378811e-72
"MT-ND2",3.41828345326376e-76,-0.730286990663777,0.737,0.916,7.37494655041657e-72
"PLXDC2",3.90518390518374e-75,-0.852057667574111,0.521,0.774,8.42543427543392e-71
"COLEC12",5.10891112038183e-75,-1.29530747683483,0.385,0.634,1.10224757422238e-70
"SGTB",1.65677694126585e-74,-1.75319405595809,0.154,0.396,3.57449625078108e-70
"MXD1",4.40754223938154e-74,1.43129134860225,0.511,0.287,9.50927238146568e-70
"COL24A1",5.61868428640287e-74,-2.52450652346289,0.079,0.297,1.21223113479142e-69
"LIPA",5.01285355128759e-73,-1.95448956007132,0.212,0.442,1.0815231536903e-68
"ETS2",5.66080053292014e-72,2.10221299550565,0.306,0.109,1.22131771497752e-67
"BCAT1",2.6202256025093e-71,-1.2540048832783,0.305,0.545,5.65313673741382e-67
"FUCA1",7.03396536247462e-71,-1.30676609352795,0.376,0.635,1.5175780269539e-66
"METRNL",1.49729348642914e-70,1.42867407984423,0.513,0.296,3.23041069697086e-66
"RASSF4",2.0848091945224e-70,-1.88045198115848,0.136,0.364,4.49797583718207e-66
"RPS4Y1",2.29945073475136e-69,9.48174074855074,0.102,0,4.96106496022605e-65
"STC1",5.58355411051109e-69,11.0097253084437,0.102,0,1.20465179934277e-64
"THBS1",7.69770307653815e-69,2.31298388732698,0.254,0.073,1.6607794387631e-64
"IQGAP2",1.40700119497463e-68,-0.827349782458809,0.462,0.73,3.03560507815776e-64
"GPNMB",8.82794544241132e-68,-1.06903902412333,0.448,0.674,1.90462922920024e-63
"TIPARP",1.73046544939043e-67,1.68333408994029,0.359,0.153,3.73347920705985e-63
"BZW1",1.74191167816741e-67,1.04170506203252,0.631,0.405,3.75817444564618e-63
"PHLDA1",4.09564491184313e-67,2.54179720262327,0.219,0.054,8.83635389730154e-63
"RBM47",4.50579821463773e-67,-1.04095554769426,0.371,0.633,9.72125964808091e-63
"PAK1",4.892842108473e-67,-1.06644574839162,0.316,0.564,1.05563068490305e-62
"SERPINE2",2.67449530544425e-66,7.05447283388987,0.129,0.011,5.77022362149597e-62
"GREM1",6.43375286433436e-66,10.7092881682093,0.097,0,1.38808218048014e-61
"MFSD1",1.6952804945097e-65,-0.97507746182315,0.342,0.593,3.65756766690468e-61
"FCHSD2",1.74271786168795e-65,-0.67439680953854,0.562,0.808,3.75991378659175e-61
"CDK6",7.02074660620438e-65,-0.975060183296243,0.303,0.563,1.51472608028859e-60
"STAB1",1.27188014062366e-64,-1.78347968074388,0.136,0.354,2.74408140339554e-60
"PTPRJ",3.9028241593263e-64,-0.890301688086731,0.597,0.808,8.42034312374649e-60
"ARHGAP25",4.28334560129798e-64,-1.09817916245532,0.332,0.583,9.24131813480039e-60
"SLC16A10",8.82488672413835e-64,1.75306585909165,0.473,0.27,1.90396931073285e-59
"PLEK",1.36821556661534e-63,-0.912824988791279,0.419,0.664,2.9519250849726e-59
"PRDX1",2.54766119164616e-63,-1.32853520337277,0.317,0.53,5.49657902097659e-59
"GGTA1",3.89113040770226e-63,-2.92958747040035,0.035,0.21,8.39511385461763e-59
"WDR7",6.34131799362081e-63,-0.861634738478025,0.398,0.659,1.36813935712369e-58
"PCSK6",8.40269229755455e-63,-3.07567692687263,0.067,0.254,1.81288086319739e-58
"HLA-A",1.87758867493002e-62,0.631224564989866,0.864,0.681,4.05089756616152e-58
"SNX24",4.0529774161892e-62,-1.81455006385119,0.165,0.375,8.74429877542819e-58
"PPP2R2B",5.38219744515276e-62,-3.77118535598735,0.019,0.18,1.16120909879171e-57
"ZBTB7C",6.51406951935852e-62,-3.15380441787003,0.042,0.218,1.4054104988016e-57
"RABGAP1L",6.98322407017132e-62,-0.777931697483393,0.432,0.7,1.50663059313946e-57
"NCKAP1L",8.08862078961466e-62,-0.803420975213335,0.376,0.642,1.74511993535936e-57
"SLAMF9",1.75635921714989e-61,3.05068269486557,0.139,0.018,3.78934501100089e-57
"ANOS1",1.36028877663248e-60,-4.43702416120184,0.008,0.155,2.93482303558458e-56
"IGSF21",8.91073478925395e-60,-2.96487380326483,0.051,0.227,1.92249103078154e-55
"FN1",1.91821775012015e-59,6.13462962444672,0.122,0.013,4.13855479588423e-55
"EMILIN2",3.71580560956047e-59,-0.862387254910164,0.383,0.628,8.01685060262672e-55
"SERF2",2.67516631863907e-58,-0.707595162480549,0.711,0.82,5.7716713324638e-54
"MMP9",1.35295001048766e-57,-1.14554518223386,0.426,0.656,2.91898964762712e-53
"SAMD4A",1.42895235107539e-57,-2.06952799341831,0.139,0.335,3.08296469744516e-53
"GAPDH",3.19235190022676e-57,0.679150260692244,0.973,0.872,6.88749922473923e-53
"CCL13",6.39485856174301e-57,-1.45265865068194,0.234,0.454,1.37969073469605e-52
"ANK2",7.78066964018609e-57,-1.95197265262666,0.129,0.325,1.67867947487015e-52
"CAV1",8.64238707738238e-57,6.37254860328163,0.096,0.004,1.86459501194525e-52
"DDIT4",9.25325338045012e-57,1.97396602531321,0.253,0.087,1.99638941683211e-52
"FCGR3A",1.46088544270991e-56,-2.06230552140143,0.122,0.313,3.15186034264663e-52
"IER3",1.69348805700814e-56,1.95978116279596,0.297,0.12,3.65370048299506e-52
"MS4A6A",1.86766759986703e-56,-1.54861009198063,0.185,0.39,4.02949284671312e-52
"ARID5B",3.39858178690872e-56,1.08772546839036,0.492,0.283,7.33244020525557e-52
"ENSG00000236453",3.55569453049356e-56,6.35275645715625,0.092,0.003,7.67141094953985e-52
"LINC03002",6.64608810211852e-56,-3.94019257075935,0.011,0.152,1.43389350803207e-51
"TPRG1",1.44006724604535e-55,-2.36832662826451,0.12,0.309,3.10694508334283e-51
"ARHGDIB",3.1173753254141e-55,-0.743375157082863,0.421,0.674,6.72573726458091e-51
"MET",6.28909634477695e-55,3.86976690950528,0.11,0.01,1.35687253638563e-50
"SH3BGRL",2.12044768436864e-54,-0.692265057315761,0.469,0.714,4.57486587902534e-50
"ATP5F1E",2.33316656654908e-54,-0.771463241486553,0.546,0.75,5.03380686732964e-50
"ZSWIM6",3.33631910881985e-54,-0.928949585910606,0.582,0.77,7.19810847727882e-50
"LHFPL2",1.02652740084591e-53,-1.38260824801953,0.212,0.411,2.21473286732505e-49
"CTSC",1.90704738290985e-53,-0.650764540915827,0.893,0.957,4.114454728628e-49
"S100B",2.13440175083501e-53,-2.76427949947744,0.055,0.223,4.60497177742654e-49
"PHTF2",2.22223329014094e-53,-0.949914060922412,0.327,0.553,4.79446832347908e-49
"LCP2",1.11254587692459e-52,-1.23883217929991,0.246,0.454,2.40031772946481e-48
"SNTB1",3.81199877631576e-52,-0.70195434114453,0.498,0.726,8.22438735990126e-48
"ARHGAP18",3.95810823304497e-52,-0.789386102119268,0.54,0.72,8.53961851279452e-48
"DRAM1",7.05058219182038e-52,-1.0865207357194,0.275,0.481,1.52116310788525e-47
"PVT1",1.1467513074562e-51,-1.30784220658421,0.181,0.391,2.47411594583675e-47
"CREM",1.66937641974782e-51,1.50651714883804,0.345,0.169,3.60167962560591e-47
"MMP3",5.81382517003824e-51,7.41496185263116,0.089,0.004,1.25433278043575e-46
"INHBA",6.92778741445627e-51,2.56403692337247,0.134,0.023,1.49467013466894e-46
"ENSG00000285744",9.1926479827432e-51,-3.74553089099553,0.021,0.159,1.98331380227685e-46
"HSD17B4",1.0445807674231e-50,-1.05279040474219,0.291,0.496,2.25368300571534e-46
"SERPINE1",1.063742415021e-50,6.46638761541081,0.089,0.005,2.29502426040781e-46
"TM4SF1",1.10304790982482e-50,4.09208712568965,0.112,0.013,2.37982586544704e-46
"SULF2",1.16932794459834e-50,1.84256172483707,0.237,0.083,2.52282504047092e-46
"DUSP4",1.77485181980317e-50,2.15874583718962,0.158,0.035,3.82924280122533e-46
"TIMP1",1.44380398090261e-49,1.2987428638231,0.499,0.305,3.11500708879738e-45
"HLA-DMB",2.87252579126077e-49,-1.38759412588969,0.155,0.348,6.19747439464511e-45
"IQGAP1",3.00474287776563e-49,-0.621295181367861,0.562,0.755,6.48273275877935e-45
"ACTR3",4.55715048130245e-49,-0.551583360801886,0.586,0.807,9.83205216341003e-45
"FKBP15",5.28044516490455e-49,-1.01034082670752,0.271,0.478,1.13925604432816e-44
"H3-3B",8.60026031908321e-49,0.636261833194584,0.871,0.71,1.8555061638422e-44
"ANXA2",4.77842674863691e-48,-0.875440213589961,0.324,0.528,1.03094557101841e-43
"ASAP1",6.07975304211533e-48,-0.747164152429898,0.612,0.791,1.31170671883638e-43
"NRP2",1.05999902437806e-47,-1.28939578353985,0.211,0.397,2.28694789509566e-43
"GRIP1",2.32632845713445e-47,-3.27781629301382,0.022,0.155,5.01905364626757e-43
"ENSG00000204971",2.5427958032645e-47,-3.95784043657877,0.013,0.136,5.48608194554316e-43
"CLEC7A",5.45563370796761e-47,-0.556234492016114,0.358,0.613,1.17705297249401e-42
"ABCA1",7.34260792117721e-47,1.00327441452219,0.554,0.374,1.58416765899398e-42
"TMEM63A",7.95405492796873e-47,-7.68004067345867,0,0.108,1.71608735070925e-42
"H1-0",8.66071041544712e-47,1.62953626853317,0.317,0.149,1.86854827213272e-42
"HLA-C",8.73125219463715e-47,0.696374635422244,0.688,0.471,1.88376766099297e-42
"ACTB",1.02069257529349e-46,-0.587686585971706,0.978,0.926,2.20214423119571e-42
"AKR1A1",4.46802853191864e-46,-1.42032509826008,0.143,0.325,9.63977155761447e-42
"ATP13A3",4.63553928036038e-46,0.774864532634326,0.644,0.468,1.00011759973775e-41
"ARHGAP10",5.16976125953881e-46,-1.16778526312065,0.268,0.458,1.1153759917455e-41
"MT2A",6.83929728690848e-46,-0.0440918415679292,0.564,0.755,1.4755783896505e-41
"MAML2",8.63536347378539e-46,-0.8775144636056,0.677,0.8,1.8630796694692e-41
"CTSS",1.70430663921136e-45,-0.825438437372216,0.529,0.708,3.67704157409851e-41
"SYTL3",2.0613492826261e-45,2.19032404612473,0.171,0.048,4.44736107726581e-41
"ETV5",2.10665439502557e-45,-1.28687605173556,0.247,0.423,4.54510685726768e-41
"ABHD12",2.79678066121135e-45,-1.44389356939848,0.196,0.375,6.03405427656349e-41
"MCTP1",2.83185992807516e-45,-0.68735699914493,0.504,0.705,6.10973779482216e-41
"CPM",3.80697039119431e-45,-1.65447668844529,0.134,0.307,8.21353861900173e-41
"IKZF5",3.86134569964052e-45,7.8934881778954,0.067,0,8.33085334697441e-41
"TUBA1A",5.84324724406994e-45,-1.56418780311619,0.133,0.307,1.26068059290809e-40
"DOCK2",5.96293231188908e-45,-0.523283698052869,0.617,0.821,1.28650264629007e-40
"PID1",6.24523493219521e-45,1.67069885566759,0.389,0.217,1.34740943662112e-40
"PHACTR2",6.6015126938365e-45,-0.654570533968025,0.435,0.668,1.42427636369522e-40
"FOXP2",7.78155969055048e-45,-2.30571471330048,0.048,0.192,1.67887150323627e-40
"FRMD4A",8.14838733423213e-45,-1.65489339786271,0.144,0.317,1.75801456736058e-40
"IL18",1.01412568092717e-44,-1.14448088537497,0.229,0.42,2.18797615660038e-40
"IFI6",1.1809514276476e-44,1.55425939146724,0.301,0.144,2.5479027051497e-40
"CALD1",1.99011024132249e-44,4.5837748835083,0.09,0.009,4.29366284565328e-40
"UCP2",2.38787396475087e-44,-1.33516984719123,0.191,0.373,5.15183807895001e-40
"CCDC102B",2.75904487220456e-44,-1.57067501735372,0.135,0.307,5.95263931178134e-40
"UBE2E2",2.99077874667181e-44,-0.659457843919282,0.664,0.822,6.45260514594443e-40
"DAB1",5.62268613282749e-44,-1.70433542599565,0.111,0.282,1.21309453315753e-39
"ST6GAL1",6.76893541559327e-44,-1.21895484167852,0.218,0.41,1.46039781591425e-39
"TGFBR1",7.23033299255856e-44,-1.23055296193928,0.216,0.401,1.55994434314451e-39
"ICAM1",7.44036693637434e-44,-0.969892804974766,0.334,0.533,1.60525916652276e-39
"TNNT1",7.50169213264914e-44,1.46899286790049,0.268,0.114,1.61849007761905e-39
"HDAC9",3.38869588811434e-43,-1.25526383764176,0.234,0.414,7.31111137860668e-39
"MAP1B",6.77280494900785e-43,8.76975280947315,0.063,0,1.46123266774844e-38
"CCDC88A",1.04186049585411e-42,-0.61255082467759,0.48,0.684,2.24781401980524e-38
"ATG7",1.60499583980693e-42,-0.647210520246454,0.697,0.83,3.46277852438346e-38
"SPI1",2.74725125440226e-42,-0.782061008762978,0.371,0.576,5.92719458137287e-38
"ZEB2",3.23633139471342e-42,-0.601313427182773,0.815,0.887,6.98238498409421e-38
"COL6A2",3.37681280761673e-42,5.11305455515308,0.087,0.009,7.2854736324331e-38
"BNIP3",8.32348997021205e-42,1.50136837103926,0.308,0.152,1.79579296107325e-37
"JARID2",8.37026048790867e-42,0.646071565588095,0.679,0.485,1.8058837002663e-37
"SRCAP",8.72710205162244e-42,-7.57246078625886,0,0.096,1.88287226763754e-37
"GNG11",8.8546296152084e-42,3.09178199359721,0.179,0.059,1.91038633948121e-37
"TWIST2",8.90151322693281e-42,9.01200264915479,0.062,0,1.92050147871075e-37
"ATP6V1A",9.67677011963098e-42,-0.649664308064481,0.388,0.606,2.08776315331038e-37
"ZNF710",9.74477335051941e-42,-1.39542359477411,0.183,0.354,2.10243485037456e-37
"MACROH2A1",1.23173879854735e-41,-0.683288367039004,0.417,0.625,2.6574764578659e-37
"HLA-DPB1",1.43729427538863e-41,-1.03712473367474,0.308,0.489,3.10096239915096e-37
"WDFY3",1.49901300047014e-41,-0.879095284147547,0.372,0.557,3.23412054851433e-37
"CCDC26",3.20707755247477e-41,-1.97797490111745,0.06,0.202,6.91926981946431e-37
"ENSG00000291105",4.1223225852117e-41,-2.65924603787846,0.027,0.149,8.89391097759423e-37
"ARHGAP24",4.88674673290559e-41,-0.627867315942296,0.388,0.614,1.05431560762438e-36
"MIR137HG",6.11756418669916e-41,-2.73230902679793,0.032,0.157,1.31986447328034e-36
"CYFIP1",7.36772940253835e-41,-1.06812594305851,0.233,0.412,1.58958761859765e-36
"PRKG1",1.16572314182977e-40,9.3971505765147,0.06,0,2.51504767849773e-36
"CXCL16",1.46321372028906e-40,1.49215951382167,0.259,0.114,3.15688360152364e-36
"CYBA",1.58370484484593e-40,-0.711614952206693,0.485,0.648,3.4168432027551e-36
"B2M",1.96911473638706e-40,0.446510376604157,0.992,0.954,4.24836504375509e-36
"APBB1IP",2.34818726642495e-40,-0.574944811887617,0.407,0.632,5.06621402731182e-36
"ERBIN",3.29742573139577e-40,-0.620537901662936,0.449,0.658,7.11419601548637e-36
"AQP9",5.04284103588711e-40,1.50877659028631,0.233,0.095,1.08799295349264e-35
"MDFIC",6.06329424612714e-40,-0.937634119039626,0.261,0.45,1.30815573360193e-35
"TUSC3",6.44991750901107e-40,8.12151613390128,0.059,0,1.39156970256914e-35
"IGFBP6",6.45811093023232e-40,9.09598104179414,0.059,0,1.39333743319762e-35
"TNIK",6.92131676664321e-40,-0.690292408629371,0.493,0.692,1.49327409240327e-35
"MARCHF1",9.25252204861411e-40,-0.958288620733982,0.234,0.419,1.99623163198849e-35
"GCLC",1.4188352599896e-39,-1.7925546698757,0.086,0.235,3.06113707342755e-35
"ACCS",1.60026767691152e-39,-7.4712620634853,0,0.091,3.4525775129366e-35
"G0S2",2.00432842153705e-39,2.42292721144813,0.128,0.03,4.32433856946618e-35
"SERINC2",2.02406112465703e-39,1.93089730342133,0.171,0.055,4.36691187644753e-35
"PRRX1",2.20665252155628e-39,4.90006083181888,0.069,0.003,4.76085281525767e-35
"SLC11A1",2.47022967399118e-39,1.62741225921985,0.32,0.174,5.32952052163596e-35
"FST",3.50289226209374e-39,6.62995961379649,0.069,0.004,7.55749005546725e-35
"NBPF14",3.54973974928102e-39,7.64617812435462,0.058,0,7.65856350907379e-35
"VEGFC",3.74317817329523e-39,6.62847612262116,0.063,0.002,8.07590690888446e-35
"SLC39A8",4.29974857148068e-39,-1.05336634396508,0.35,0.53,9.27670754296956e-35
"COTL1",4.51004849696472e-39,-0.819898337041634,0.345,0.535,9.73042963220138e-35
"RBMS1",5.74914004980535e-39,-0.607946546029588,0.614,0.772,1.2403769657455e-34
"MT1M",5.79783094573963e-39,-2.11906652892914,0.06,0.196,1.25088202654332e-34
"ABCG1",8.27290955398868e-39,1.63832286534806,0.206,0.079,1.78488023627306e-34
"LINC02154",9.582750450039e-39,7.43701795962921,0.06,0.001,2.06747840959591e-34
"PPARGC1B",9.70070439398428e-39,-1.68503348808468,0.069,0.21,2.09292697300211e-34
"ENSG00000226824",1.05981500023342e-38,-1.92508057373369,0.105,0.253,2.2865508630036e-34
"CLTC",1.21051094552355e-38,-0.578362777908057,0.493,0.689,2.61167736496705e-34
"CEMIP",1.23416965253909e-38,5.99521806485922,0.073,0.005,2.66272102535309e-34
"THBD",1.35690102696003e-38,1.74307200357361,0.226,0.095,2.92751396566626e-34
"IL1B",1.3869058318643e-38,2.14503526610769,0.185,0.064,2.99224933224722e-34
"ADAMTS6",1.40013431211278e-38,2.76036420649503,0.176,0.06,3.02078977838333e-34
"APBA1",1.61263316657745e-38,-2.56365814522151,0.034,0.154,3.47925605689085e-34
"CRTC1",1.81590751165556e-38,-7.47624547099956,0,0.089,3.91782045639688e-34
"CALML4",1.82466560804543e-38,-7.50578974661357,0,0.089,3.93671604935802e-34
"EGFR",1.97855322196669e-38,8.45855112117885,0.056,0,4.26872857639312e-34
"NME2",2.50196706547185e-38,-0.615445459884936,0.31,0.518,5.39799394375551e-34
"ARHGAP31",2.6053354580343e-38,-1.20753539906856,0.252,0.416,5.621011250709e-34
"TALAM1",3.27545000441991e-38,0.508222501778549,0.945,0.889,7.06678338453596e-34
"SYK",3.50500494810686e-38,-0.487944667620528,0.503,0.736,7.56204817554054e-34
"OTOAP1",3.67239371461276e-38,-7.5955443993719,0,0.088,7.92318943927703e-34
"DPYSL2",4.03659268008928e-38,-1.25308749111986,0.163,0.326,8.70894870729263e-34
"CIITA",4.14682725798426e-38,-1.24939096738419,0.147,0.311,8.94677980910103e-34
"ZNF438",5.02749249125508e-38,-0.684437348776718,0.367,0.566,1.08468150498828e-33
"LST1",5.42764339110391e-38,-1.16258499209579,0.163,0.331,1.17101406163067e-33
"CENPP",5.46145082751016e-38,-1.09663654550828,0.219,0.392,1.17830801603532e-33
"FGF2",6.42744872502276e-38,6.07712201454282,0.065,0.003,1.38672206242366e-33
"FGD5",6.92643699368275e-38,-2.05973010042847,0.062,0.195,1.49437878138705e-33
"TDRD3",8.8846036437393e-38,-0.842824733891142,0.309,0.492,1.91685323613675e-33
"TANC2",1.0205702307794e-37,-1.06331184152639,0.301,0.47,2.20188027290656e-33
"BICC1",2.56890786657577e-37,8.63440095657826,0.055,0,5.54241872213722e-33
"LAMA4",2.8235673387113e-37,5.69720859687808,0.06,0.002,6.09184653326964e-33
"MACF1",4.76517630890806e-37,-0.464371801225716,0.73,0.879,1.02808678864691e-32
"TMCC1",6.03742859098789e-37,-0.727452088277039,0.448,0.641,1.30257521850564e-32
"FRMD6",7.67360118841029e-37,5.36899953620055,0.059,0.001,1.65557945639952e-32
"RND3",1.08271401077518e-36,3.95794010137161,0.155,0.05,2.33595547824745e-32
